model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,fixed_setting_source,vector_class,prompt,generated,generated_chars,target_marker_hit,content_preserved,target_and_preserved,target_step0_prob,target_step0_rank,target_best_prob,target_best_rank,target_top1_any,target_top5_any
distilgpt2,ellipsis,confirmatory_hard_heldout,29,"Although the storm damaged the pier, the lighthouse remained powered.",same_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
Although the storm damaged the pier, the lighthouse remained powered.
Same:","The lighthouse was not able to bewitted...
...and...and...and...and...and...and",79.0,1.0,0.0,0.0,0.000868020870257169,100.0,0.7881993651390076,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,29,"Although the storm damaged the pier, the lighthouse remained powered.",same_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Same sentence:
Although the storm damaged the pier, the lighthouse remained powered.
Same:","The lighthouse was damaged.
The lighthouse was damaged?
No. No?
No?
No?",71.0,0.0,0.0,0.0,0.0004818957531824708,121.0,0.02188967540860176,5.0,0.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,29,"Although the storm damaged the pier, the lighthouse remained powered.",same_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Same sentence:
Although the storm damaged the pier, the lighthouse remained powered.
Same:",The lighthouse is located in the same island that the lighthouse is located in the island of the island of the island of,120.0,0.0,0.0,0.0,0.0001266215549549088,365.0,0.0003502604376990348,240.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,29,"Although the storm damaged the pier, the lighthouse remained powered.",same_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
Although the storm damaged the pier, the lighthouse remained powered.
Same:","The lighthouse was damaged,
The lighthouse was damaged,
The lighthouse was damaged,
The lighthouse was damaged,",111.0,0.0,0.0,0.0,3.576108065317385e-05,1039.0,6.584214133908972e-05,202.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,repeat_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Repeat this sentence:
The finance report was delivered to Building 4 by courier.
Repeated:","The finance report was delivered to Building 4 by courier.
Repeated:
The finance report was delivered to Building",113.0,0.0,1.0,0.0,0.00019735368550755084,364.0,0.00048827813589014113,22.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,repeat_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
The finance report was delivered to Building 4 by courier.
Repeated:","The following is a summary of the following:
The following:
The following...
...
...
...",88.0,1.0,0.0,0.0,0.0006083248881623149,159.0,0.5894899964332581,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,repeat_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Repeat this sentence:
The finance report was delivered to Building 4 by courier.
Repeated:","The answer is no.
No? No? No? No? No? No? No? No? No",52.0,0.0,0.0,0.0,0.00035152604687027633,207.0,0.006451507098972797,6.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,repeat_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Repeat this sentence:
The finance report was delivered to Building 4 by courier.
Repeated:",,0.0,0.0,0.0,0.0,0.000323389918776229,281.0,0.0012792139314115047,10.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,repeat_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
The finance report was delivered to Building 4 by courier.
Repeated:",,0.0,0.0,0.0,0.0,6.927699723746628e-05,1020.0,0.00017306914378423244,452.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,copy_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Copy this sentence:
The finance report was delivered to Building 4 by courier.
Copy:","The finance report was delivered to Building 4 by courier.
Copy:
The finance report was delivered to Building 4",111.0,0.0,1.0,0.0,7.894983718870208e-05,1380.0,0.00019876046280842274,26.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,copy_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
The finance report was delivered to Building 4 by courier.
Copy:","The following is a summary of the following:
The following:
The following...
...
...
...",88.0,1.0,0.0,0.0,0.000675966904964298,152.0,0.6116503477096558,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,copy_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Copy this sentence:
The finance report was delivered to Building 4 by courier.
Copy:",,0.0,0.0,0.0,0.0,0.00036233209539204836,273.0,0.0014735289150848985,19.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,copy_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Copy this sentence:
The finance report was delivered to Building 4 by courier.
Copy:",,0.0,0.0,0.0,0.0,0.00011642135359579697,787.0,0.0001830763794714585,116.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,copy_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
The finance report was delivered to Building 4 by courier.
Copy:",,0.0,0.0,0.0,0.0,4.2212530388496816e-05,1750.0,4.4034182792529464e-05,1210.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,same_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Same sentence:
The finance report was delivered to Building 4 by courier.
Same:","The finance report was delivered to Building 4 by courier.
Same:
The finance report was delivered to Building 4",111.0,0.0,1.0,0.0,0.00017467081488575786,497.0,0.0005626529455184937,14.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,same_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
The finance report was delivered to Building 4 by courier.
Same:","The following is a summary of the following:
The following is a summary of the following...
...
...",99.0,1.0,0.0,0.0,0.0009536910220049322,118.0,0.7208640575408936,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,same_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Same sentence:
The finance report was delivered to Building 4 by courier.
Same:","The finance report was delivered to Building 4 by courier.
The finance report was delivered to Building 4 by courier?",117.0,0.0,1.0,0.0,0.00034176534973084927,209.0,0.0018877703696489334,10.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,same_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Same sentence:
The finance report was delivered to Building 4 by courier.
Same:","The report was sent to the Department of Finance, and the report was sent to the Department of Finance.",103.0,0.0,0.0,0.0,0.00015557024744339287,730.0,0.00015557024744339287,99.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,30,The finance report was delivered to Building 4 by courier.,same_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
The finance report was delivered to Building 4 by courier.
Same:","The finance report was delivered to Building 4 by courier.
The finance report was delivered to Building 4 by courier.",117.0,0.0,1.0,0.0,7.118671055650339e-05,809.0,8.935229561757296e-05,74.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",repeat_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Repeat this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Repeated:","The compressor restarted.
The compressor restarted.
The compressor restarted.
The compressor restarted.",103.0,0.0,0.0,0.0,0.00011655529669951648,416.0,0.0003050319501198828,11.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",repeat_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Repeated:","The compressor stopped.
The compressor stopped...and the compressor stopped...and...and...and...and...and",105.0,1.0,0.0,0.0,0.0006418309058062732,160.0,0.8506376147270203,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",repeat_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Repeat this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Repeated:","The compressor stopped.
The compressor stopped? No. No? No? No? No? No? No?",75.0,0.0,0.0,0.0,0.000407242972869426,192.0,0.005675224121659994,7.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",repeat_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Repeat this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Repeated:",The pressure gauge returned to baseline.,40.0,0.0,0.0,0.0,0.0001635238149901852,701.0,0.00039247493259608746,30.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",repeat_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Repeated:",The pressure gauge was adjusted to the maximum pressure.,56.0,0.0,0.0,0.0,2.2853924747323617e-05,1564.0,3.7944158975733444e-05,939.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",copy_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Copy this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",47.0,0.0,0.0,0.0,0.0002459701499901712,446.0,0.0003025061159860343,9.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",copy_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Copy:","The compressor is now:
The compressor is now:
...and...and...and...and...and...",79.0,1.0,0.0,0.0,0.001308465376496315,75.0,0.8607022166252136,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",copy_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Copy this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Copy:","This is the same as the one you're trying to do.
This is the same as the one you're",83.0,0.0,0.0,0.0,0.0009563051862642169,104.0,0.006891288328915834,15.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",copy_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Copy this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Copy:","When the compressor was running, the compressor was running at the same time as the previous time.
When the compressor",118.0,0.0,0.0,0.0,9.164203220279887e-05,985.0,0.00034037925070151687,97.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",copy_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Copy:",,0.0,0.0,0.0,0.0,5.442706969915889e-05,1289.0,5.442706969915889e-05,1289.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",same_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Same sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Same:","When the compressor restarted, the pressure gauge returned to baseline.
Same: When the compressor restarted, the pressure",121.0,0.0,1.0,0.0,5.2500465244520456e-05,445.0,0.00017264210327994078,17.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",same_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Same:","The compressor stopped.
The compressor stopped...
...
...
...
...
...
......",76.0,1.0,0.0,0.0,0.0006286496063694358,145.0,0.7887637615203857,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",same_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Same sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Same:","The same:
The same:
The same:
The same?
The same?
The same?",59.0,0.0,0.0,0.0,0.0003722304536495358,175.0,0.003384257433936,6.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",same_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Same sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Same:",,0.0,0.0,0.0,0.0,0.0006508323131129146,89.0,0.0020444714464247227,23.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,31,"When the compressor restarted, the pressure gauge returned to baseline.",same_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
When the compressor restarted, the pressure gauge returned to baseline.
Same:","When the compressor restarted, the pressure gauge returned to baseline.",71.0,0.0,1.0,0.0,2.7982718165731058e-05,996.0,7.729962817393243e-05,104.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,repeat_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Repeat this sentence:
The research assistant labeled nine folders before lunch.
Repeated:","The study assistant labeled nine folders before lunch.
Repeated:
The study assistant labeled nine folders before lunch.",119.0,0.0,1.0,0.0,0.00012629943375941366,528.0,0.00037470596726052463,19.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,repeat_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
The research assistant labeled nine folders before lunch.
Repeated:","The next one is the one that is not the one that is not...
...and...and...and...",80.0,1.0,0.0,0.0,0.0006066506612114608,172.0,0.6205210089683533,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,repeat_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Repeat this sentence:
The research assistant labeled nine folders before lunch.
Repeated:","The answer:
No.
No?
No?
No?
No?
No?
No",38.0,0.0,0.0,0.0,0.0003253908653277904,247.0,0.005438168067485094,6.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,repeat_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Repeat this sentence:
The research assistant labeled nine folders before lunch.
Repeated:",,0.0,0.0,0.0,0.0,0.00022983556846156716,355.0,0.0005232893745414913,63.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,repeat_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
The research assistant labeled nine folders before lunch.
Repeated:",,0.0,0.0,0.0,0.0,3.1132265576161444e-05,1537.0,8.230348612414673e-05,910.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,copy_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Copy this sentence:
The research assistant labeled nine folders before lunch.
Copy:","The research assistant labeled nine folders before lunch.
Copy:
The research assistant labeled nine folders before lunch.",121.0,0.0,1.0,0.0,0.00018442833970766515,553.0,0.00037791140493936837,10.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,copy_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
The research assistant labeled nine folders before lunch.
Copy:","The next one of the three.
The next one...
...
........................",71.0,1.0,0.0,0.0,0.0009490646189078689,110.0,0.9022623896598816,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,copy_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Copy this sentence:
The research assistant labeled nine folders before lunch.
Copy:",,0.0,0.0,0.0,0.0,0.0006500278832390904,189.0,0.002932940376922488,10.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,copy_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Copy this sentence:
The research assistant labeled nine folders before lunch.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",47.0,0.0,0.0,0.0,0.00023699096345808357,289.0,0.005991898011416197,9.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,copy_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
The research assistant labeled nine folders before lunch.
Copy:",,0.0,0.0,0.0,0.0,4.879089101450518e-05,1291.0,4.879089101450518e-05,1197.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,same_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Same sentence:
The research assistant labeled nine folders before lunch.
Same:","The research assistant labeled nine folders before lunch.
Same:
The research assistant labeled nine folders before lunch.",121.0,0.0,1.0,0.0,0.00010701960127335042,483.0,0.000535055180080235,11.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,same_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
The research assistant labeled nine folders before lunch.
Same:","The research assistant labeled nine folders before lunch.
The research assistant labeled nine folders before lunch...
...
...",125.0,1.0,1.0,1.0,0.0007393351406790316,142.0,0.6184174418449402,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,same_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Same sentence:
The research assistant labeled nine folders before lunch.
Same:","The same?
No.
No?
No?
No?
No?
No?
No",36.0,0.0,0.0,0.0,0.0002923525171354413,237.0,0.01741665042936802,5.0,0.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,same_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Same sentence:
The research assistant labeled nine folders before lunch.
Same:",The study was conducted in the U.S. and the U.S. and the U.S. and,65.0,0.0,0.0,0.0,0.0001194092255900614,602.0,0.0004212362691760063,13.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,32,The research assistant labeled nine folders before lunch.,same_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
The research assistant labeled nine folders before lunch.
Same:","The study was conducted to determine whether the number of folders, which were ""The number of folders,” The",107.0,0.0,0.0,0.0,4.311246448196471e-05,869.0,9.461503941565752e-05,453.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",repeat_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Repeat this sentence:
Because the network queue filled, the batch job paused automatically.
Repeated:","The queue was filled with a batch job.
The batch job paused automatically.
The batch job paused automatically.",110.0,0.0,1.0,0.0,0.0006451195804402232,108.0,0.0007077150512486696,15.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",repeat_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
Because the network queue filled, the batch job paused automatically.
Repeated:","The network queue filled.
The network queue filled...
...
...
...
...............",81.0,1.0,0.0,0.0,0.0015231738798320293,68.0,0.6746332049369812,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",repeat_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Repeat this sentence:
Because the network queue filled, the batch job paused automatically.
Repeated:",No. No? No? No? No? No? No? No? No? No? No? No,46.0,0.0,0.0,0.0,0.001174436998553574,78.0,0.012447590008378029,5.0,0.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",repeat_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Repeat this sentence:
Because the network queue filled, the batch job paused automatically.
Repeated:",,0.0,0.0,0.0,0.0,0.0013032585848122835,60.0,0.0013032585848122835,60.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",repeat_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Repeat this sentence:
Because the network queue filled, the batch job paused automatically.
Repeated:",The batch job was not available to the batch job.,49.0,0.0,0.0,0.0,0.00013293558731675148,516.0,0.0001492380106355995,164.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",copy_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Copy this sentence:
Because the network queue filled, the batch job paused automatically.
Copy:","Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",47.0,0.0,0.0,0.0,0.0006614528247155249,148.0,0.0006614528247155249,10.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",copy_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
Because the network queue filled, the batch job paused automatically.
Copy:",,0.0,0.0,0.0,0.0,0.0023141815327107906,41.0,0.300182580947876,2.0,0.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",copy_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Copy this sentence:
Because the network queue filled, the batch job paused automatically.
Copy:",,0.0,0.0,0.0,0.0,0.0016710938652977347,57.0,0.005366072524338961,5.0,0.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",copy_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Copy this sentence:
Because the network queue filled, the batch job paused automatically.
Copy:",,0.0,0.0,0.0,0.0,0.0011377626797184348,83.0,0.0011377626797184348,22.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",copy_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Copy this sentence:
Because the network queue filled, the batch job paused automatically.
Copy:",,0.0,0.0,0.0,0.0,0.00014675664715468884,657.0,0.00014675664715468884,657.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",same_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Same sentence:
Because the network queue filled, the batch job paused automatically.
Same:","The batch job paused automatically.
Same:
The batch job paused automatically.
Same:
The batch job",97.0,0.0,0.0,0.0,0.0004967486020177603,122.0,0.0009687919518910348,9.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",same_sentence,2,target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
Because the network queue filled, the batch job paused automatically.
Same:","The network queue was not interrupted.
The network queue was not interrupted...
...
...
.........",97.0,1.0,0.0,0.0,0.001329590450040996,85.0,0.7937273383140564,1.0,1.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",same_sentence,2,wrong_marker,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,question,"Same sentence:
Because the network queue filled, the batch job paused automatically.
Same:","The same:
The same:
The same:
The same?
The same?
The same?",59.0,0.0,0.0,0.0,0.0009577165474183857,77.0,0.004681219346821308,5.0,0.0,1.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",same_sentence,2,random_norm,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,random_norm,"Same sentence:
Because the network queue filled, the batch job paused automatically.
Same:","The queue was not closed.
The queue was not closed.
The queue was not closed.
The queue",87.0,0.0,0.0,0.0,0.0005529300542548299,74.0,0.0053689489141106606,7.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,33,"Because the network queue filled, the batch job paused automatically.",same_sentence,2,negative_target,1.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,ellipsis,"Same sentence:
Because the network queue filled, the batch job paused automatically.
Same:",,0.0,0.0,0.0,0.0,0.00016438085003755987,348.0,0.00026181573048233986,348.0,0.0,0.0
distilgpt2,ellipsis,confirmatory_hard_heldout,34,The manuscript was scanned by a volunteer in Tallinn.,repeat_sentence,2,none,0.0,fixed from prior DistilGPT-2 layer/gain sweep; no tuning in this run,,"Repeat this sentence:
The manuscript was scanned by a volunteer in Tallinn.
Repeated:","The manuscript was scanned by a volunteer in Tallinn.
Repeated:
The manuscript was scanned by a volunteer",105.0,0.0,1.0,0.0,4.0915983845479786e-05,1405.0,0.00019450752006378025,42.0,0.0,0.0
