model,base_id,class,variant_id,source,target,delta_norm
roberta-base,139,past_to_future,3,The designer rejected the rule.,The designer is likely to reject the rule.,1.9187190532684326
roberta-base,139,past_to_future,4,The designer rejected the rule.,The designer plans to reject the rule.,1.8399162292480469
roberta-base,139,certainty_to_uncertainty,0,The designer rejected the rule.,The designer may have rejected the rule.,1.3148704767227173
roberta-base,139,certainty_to_uncertainty,1,The designer rejected the rule.,The designer might have rejected the rule.,1.4282612800598145
roberta-base,139,certainty_to_uncertainty,2,The designer rejected the rule.,It is possible that the designer rejected the rule.,2.2057361602783203
roberta-base,139,certainty_to_uncertainty,3,The designer rejected the rule.,There is a chance that the designer rejected the rule.,2.1962344646453857
roberta-base,139,certainty_to_uncertainty,4,The designer rejected the rule.,The designer probably rejected the rule.,0.9831979274749756
roberta-base,139,active_to_passive,0,The designer rejected the rule.,The rule was rejected by the designer.,1.4158649444580078
roberta-base,139,active_to_passive,1,The designer rejected the rule.,The rule had been rejected by the designer.,1.6193476915359497
roberta-base,139,active_to_passive,2,The designer rejected the rule.,The rule got rejected by the designer.,1.4206092357635498
roberta-base,139,active_to_passive,3,The designer rejected the rule.,The rule was successfully rejected by the designer.,1.6809524297714233
roberta-base,139,active_to_passive,4,The designer rejected the rule.,The rule was eventually rejected by the designer.,1.758504867553711
roberta-base,139,formalization,0,The designer rejected the rule.,It is true that the designer rejected the rule.,2.0107409954071045
roberta-base,139,formalization,1,The designer rejected the rule.,The statement that the designer rejected the rule is true.,2.021144151687622
roberta-base,139,formalization,2,The designer rejected the rule.,One can state that the designer rejected the rule.,1.701587200164795
roberta-base,139,formalization,3,The designer rejected the rule.,It can be formally said that the designer rejected the rule.,2.4714388847351074
roberta-base,139,formalization,4,The designer rejected the rule.,The fact is that the designer rejected the rule.,1.9766523838043213
roberta-base,140,negation,0,The designer found the document.,The designer did not find the document.,1.2894996404647827
roberta-base,140,negation,1,The designer found the document.,The designer never found the document.,1.3128713369369507
roberta-base,140,negation,2,The designer found the document.,The designer failed to find the document.,1.4218971729278564
roberta-base,140,negation,3,The designer found the document.,The designer was unable to find the document.,2.0180227756500244
roberta-base,140,negation,4,The designer found the document.,The designer could not find the document.,1.4082820415496826
roberta-base,140,question,0,The designer found the document.,Did the designer find the document?,1.502771019935608
roberta-base,140,question,1,The designer found the document.,Was it true that the designer found the document?,2.1833651065826416
roberta-base,140,question,2,The designer found the document.,Could the designer have found the document?,1.8371787071228027
roberta-base,140,question,3,The designer found the document.,Is there evidence that the designer found the document?,2.2070133686065674
roberta-base,140,question,4,The designer found the document.,Can we confirm that the designer found the document?,2.087480068206787
roberta-base,140,past_to_future,0,The designer found the document.,The designer will find the document.,1.181902289390564
roberta-base,140,past_to_future,1,The designer found the document.,The designer is going to find the document.,1.8384873867034912
roberta-base,140,past_to_future,2,The designer found the document.,The designer is expected to find the document.,1.7405563592910767
roberta-base,140,past_to_future,3,The designer found the document.,The designer is likely to find the document.,1.608096957206726
roberta-base,140,past_to_future,4,The designer found the document.,The designer plans to find the document.,1.5891315937042236
roberta-base,140,certainty_to_uncertainty,0,The designer found the document.,The designer may have found the document.,1.3314632177352905
roberta-base,140,certainty_to_uncertainty,1,The designer found the document.,The designer might have found the document.,1.4492801427841187
roberta-base,140,certainty_to_uncertainty,2,The designer found the document.,It is possible that the designer found the document.,2.2566123008728027
roberta-base,140,certainty_to_uncertainty,3,The designer found the document.,There is a chance that the designer found the document.,2.3337745666503906
roberta-base,140,certainty_to_uncertainty,4,The designer found the document.,The designer probably found the document.,1.0750737190246582
roberta-base,140,active_to_passive,0,The designer found the document.,The document was found by the designer.,1.3723310232162476
roberta-base,140,active_to_passive,1,The designer found the document.,The document had been found by the designer.,1.6895276308059692
roberta-base,140,active_to_passive,2,The designer found the document.,The document got found by the designer.,1.5303725004196167
roberta-base,140,active_to_passive,3,The designer found the document.,The document was successfully found by the designer.,1.7337921857833862
roberta-base,140,active_to_passive,4,The designer found the document.,The document was eventually found by the designer.,1.7504297494888306
roberta-base,140,formalization,0,The designer found the document.,It is true that the designer found the document.,2.0303597450256348
roberta-base,140,formalization,1,The designer found the document.,The statement that the designer found the document is true.,2.1363096237182617
roberta-base,140,formalization,2,The designer found the document.,One can state that the designer found the document.,1.6326755285263062
roberta-base,140,formalization,3,The designer found the document.,It can be formally said that the designer found the document.,2.5319244861602783
roberta-base,140,formalization,4,The designer found the document.,The fact is that the designer found the document.,1.926645040512085
roberta-base,141,negation,0,The chef helped the patient.,The chef did not help the patient.,1.4085123538970947
roberta-base,141,negation,1,The chef helped the patient.,The chef never helped the patient.,1.1618518829345703
roberta-base,141,negation,2,The chef helped the patient.,The chef failed to help the patient.,1.5084015130996704
roberta-base,141,negation,3,The chef helped the patient.,The chef was unable to help the patient.,2.1506259441375732
roberta-base,141,negation,4,The chef helped the patient.,The chef could not help the patient.,1.6630778312683105
roberta-base,141,question,0,The chef helped the patient.,Did the chef help the patient?,1.6316014528274536
roberta-base,141,question,1,The chef helped the patient.,Was it true that the chef helped the patient?,2.262831211090088
roberta-base,141,question,2,The chef helped the patient.,Could the chef have helped the patient?,2.066176652908325
roberta-base,141,question,3,The chef helped the patient.,Is there evidence that the chef helped the patient?,2.4464914798736572
roberta-base,141,question,4,The chef helped the patient.,Can we confirm that the chef helped the patient?,1.9959622621536255
roberta-base,141,past_to_future,0,The chef helped the patient.,The chef will help the patient.,1.4430257081985474
roberta-base,141,past_to_future,1,The chef helped the patient.,The chef is going to help the patient.,1.9328433275222778
roberta-base,141,past_to_future,2,The chef helped the patient.,The chef is expected to help the patient.,1.964660882949829
roberta-base,141,past_to_future,3,The chef helped the patient.,The chef is likely to help the patient.,1.8388268947601318
roberta-base,141,past_to_future,4,The chef helped the patient.,The chef plans to help the patient.,1.5207486152648926
roberta-base,141,certainty_to_uncertainty,0,The chef helped the patient.,The chef may have helped the patient.,1.4738667011260986
roberta-base,141,certainty_to_uncertainty,1,The chef helped the patient.,The chef might have helped the patient.,1.6082358360290527
roberta-base,141,certainty_to_uncertainty,2,The chef helped the patient.,It is possible that the chef helped the patient.,2.499244213104248
roberta-base,141,certainty_to_uncertainty,3,The chef helped the patient.,There is a chance that the chef helped the patient.,2.520785331726074
roberta-base,141,certainty_to_uncertainty,4,The chef helped the patient.,The chef probably helped the patient.,1.297619342803955
roberta-base,141,active_to_passive,0,The chef helped the patient.,The patient was helped by the chef.,1.6418436765670776
roberta-base,141,active_to_passive,1,The chef helped the patient.,The patient had been helped by the chef.,1.8344277143478394
roberta-base,141,active_to_passive,2,The chef helped the patient.,The patient got helped by the chef.,1.6566284894943237
roberta-base,141,active_to_passive,3,The chef helped the patient.,The patient was successfully helped by the chef.,1.9873584508895874
roberta-base,141,active_to_passive,4,The chef helped the patient.,The patient was eventually helped by the chef.,1.853652834892273
roberta-base,141,formalization,0,The chef helped the patient.,It is true that the chef helped the patient.,2.20780611038208
roberta-base,141,formalization,1,The chef helped the patient.,The statement that the chef helped the patient is true.,2.2314326763153076
roberta-base,141,formalization,2,The chef helped the patient.,One can state that the chef helped the patient.,1.9885432720184326
roberta-base,141,formalization,3,The chef helped the patient.,It can be formally said that the chef helped the patient.,2.7971792221069336
roberta-base,141,formalization,4,The chef helped the patient.,The fact is that the chef helped the patient.,2.2689690589904785
roberta-base,142,negation,0,The developer reported the problem.,The developer did not report the problem.,1.4570592641830444
roberta-base,142,negation,1,The developer reported the problem.,The developer never reported the problem.,1.5824482440948486
roberta-base,142,negation,2,The developer reported the problem.,The developer failed to report the problem.,1.6953414678573608
roberta-base,142,negation,3,The developer reported the problem.,The developer was unable to report the problem.,2.037813425064087
roberta-base,142,negation,4,The developer reported the problem.,The developer could not report the problem.,1.5942822694778442
roberta-base,142,question,0,The developer reported the problem.,Did the developer report the problem?,1.702242374420166
roberta-base,142,question,1,The developer reported the problem.,Was it true that the developer reported the problem?,2.1978983879089355
roberta-base,142,question,2,The developer reported the problem.,Could the developer have reported the problem?,2.0461997985839844
roberta-base,142,question,3,The developer reported the problem.,Is there evidence that the developer reported the problem?,2.3277244567871094
roberta-base,142,question,4,The developer reported the problem.,Can we confirm that the developer reported the problem?,2.0471739768981934
roberta-base,142,past_to_future,0,The developer reported the problem.,The developer will report the problem.,1.4561729431152344
roberta-base,142,past_to_future,1,The developer reported the problem.,The developer is going to report the problem.,1.8820816278457642
roberta-base,142,past_to_future,2,The developer reported the problem.,The developer is expected to report the problem.,2.0756123065948486
roberta-base,142,past_to_future,3,The developer reported the problem.,The developer is likely to report the problem.,1.715519905090332
roberta-base,142,past_to_future,4,The developer reported the problem.,The developer plans to report the problem.,1.9613635540008545
roberta-base,142,certainty_to_uncertainty,0,The developer reported the problem.,The developer may have reported the problem.,1.500512957572937
roberta-base,142,certainty_to_uncertainty,1,The developer reported the problem.,The developer might have reported the problem.,1.5700541734695435
roberta-base,142,certainty_to_uncertainty,2,The developer reported the problem.,It is possible that the developer reported the problem.,2.0422370433807373
roberta-base,142,certainty_to_uncertainty,3,The developer reported the problem.,There is a chance that the developer reported the problem.,2.2144899368286133
roberta-base,142,certainty_to_uncertainty,4,The developer reported the problem.,The developer probably reported the problem.,1.2449162006378174
roberta-base,142,active_to_passive,0,The developer reported the problem.,The problem was reported by the developer.,1.3109116554260254
roberta-base,142,active_to_passive,1,The developer reported the problem.,The problem had been reported by the developer.,1.7762471437454224
roberta-base,142,active_to_passive,2,The developer reported the problem.,The problem got reported by the developer.,1.4395744800567627
roberta-base,142,active_to_passive,3,The developer reported the problem.,The problem was successfully reported by the developer.,1.6529648303985596
roberta-base,142,active_to_passive,4,The developer reported the problem.,The problem was eventually reported by the developer.,1.8342552185058594
roberta-base,142,formalization,0,The developer reported the problem.,It is true that the developer reported the problem.,1.8251166343688965
roberta-base,142,formalization,1,The developer reported the problem.,The statement that the developer reported the problem is true.,2.123556137084961
roberta-base,142,formalization,2,The developer reported the problem.,One can state that the developer reported the problem.,1.6144598722457886
roberta-base,142,formalization,3,The developer reported the problem.,It can be formally said that the developer reported the problem.,2.590817928314209
roberta-base,142,formalization,4,The developer reported the problem.,The fact is that the developer reported the problem.,1.8270740509033203
roberta-base,143,negation,0,The historian reported a black cat.,The historian did not report a black cat.,1.3409528732299805
roberta-base,143,negation,1,The historian reported a black cat.,The historian never reported a black cat.,1.2350629568099976
roberta-base,143,negation,2,The historian reported a black cat.,The historian failed to report a black cat.,1.342782974243164
roberta-base,143,negation,3,The historian reported a black cat.,The historian was unable to report a black cat.,1.8369343280792236
roberta-base,143,negation,4,The historian reported a black cat.,The historian could not report a black cat.,1.389122486114502
roberta-base,143,question,0,The historian reported a black cat.,Did the historian report a black cat?,1.4883954524993896
roberta-base,143,question,1,The historian reported a black cat.,Was it true that the historian reported a black cat?,2.0658040046691895
roberta-base,143,question,2,The historian reported a black cat.,Could the historian have reported a black cat?,1.7779790163040161
roberta-base,143,question,3,The historian reported a black cat.,Is there evidence that the historian reported a black cat?,2.0320401191711426
roberta-base,143,question,4,The historian reported a black cat.,Can we confirm that the historian reported a black cat?,1.8720165491104126
roberta-base,143,past_to_future,0,The historian reported a black cat.,The historian will report a black cat.,0.996129035949707
roberta-base,143,past_to_future,1,The historian reported a black cat.,The historian is going to report a black cat.,1.655786395072937
roberta-base,143,past_to_future,2,The historian reported a black cat.,The historian is expected to report a black cat.,1.679550290107727
roberta-base,143,past_to_future,3,The historian reported a black cat.,The historian is likely to report a black cat.,1.6623457670211792
roberta-base,143,past_to_future,4,The historian reported a black cat.,The historian plans to report a black cat.,1.1711465120315552
roberta-base,143,certainty_to_uncertainty,0,The historian reported a black cat.,The historian may have reported a black cat.,1.2966995239257812
roberta-base,143,certainty_to_uncertainty,1,The historian reported a black cat.,The historian might have reported a black cat.,1.2961491346359253
roberta-base,143,certainty_to_uncertainty,2,The historian reported a black cat.,It is possible that the historian reported a black cat.,2.2299325466156006
roberta-base,143,certainty_to_uncertainty,3,The historian reported a black cat.,There is a chance that the historian reported a black cat.,2.1704864501953125
roberta-base,143,certainty_to_uncertainty,4,The historian reported a black cat.,The historian probably reported a black cat.,0.942402720451355
roberta-base,143,active_to_passive,0,The historian reported a black cat.,A black cat was reported by the historian.,1.0927094221115112
roberta-base,143,active_to_passive,1,The historian reported a black cat.,A black cat had been reported by the historian.,1.5781155824661255
roberta-base,143,active_to_passive,2,The historian reported a black cat.,A black cat got reported by the historian.,1.348012924194336
roberta-base,143,active_to_passive,3,The historian reported a black cat.,A black cat was successfully reported by the historian.,1.2755197286605835
roberta-base,143,active_to_passive,4,The historian reported a black cat.,A black cat was eventually reported by the historian.,1.4358493089675903
roberta-base,143,formalization,0,The historian reported a black cat.,It is true that the historian reported a black cat.,2.0128746032714844
roberta-base,143,formalization,1,The historian reported a black cat.,The statement that the historian reported a black cat is true.,2.04445219039917
roberta-base,143,formalization,2,The historian reported a black cat.,One can state that the historian reported a black cat.,1.5032328367233276
roberta-base,143,formalization,3,The historian reported a black cat.,It can be formally said that the historian reported a black cat.,2.5744967460632324
roberta-base,143,formalization,4,The historian reported a black cat.,The fact is that the historian reported a black cat.,1.8593851327896118
roberta-base,144,negation,0,The analyst analyzed the family.,The analyst did not analyze the family.,1.3955600261688232
roberta-base,144,negation,1,The analyst analyzed the family.,The analyst never analyzed the family.,1.2480219602584839
roberta-base,144,negation,2,The analyst analyzed the family.,The analyst failed to analyze the family.,1.5173697471618652
roberta-base,144,negation,3,The analyst analyzed the family.,The analyst was unable to analyze the family.,1.9201960563659668
roberta-base,144,negation,4,The analyst analyzed the family.,The analyst could not analyze the family.,1.6022319793701172
roberta-base,144,question,0,The analyst analyzed the family.,Did the analyst analyze the family?,1.6454949378967285
roberta-base,144,question,1,The analyst analyzed the family.,Was it true that the analyst analyzed the family?,2.256354808807373
roberta-base,144,question,2,The analyst analyzed the family.,Could the analyst have analyzed the family?,2.008578300476074
roberta-base,144,question,3,The analyst analyzed the family.,Is there evidence that the analyst analyzed the family?,2.2937145233154297
roberta-base,144,question,4,The analyst analyzed the family.,Can we confirm that the analyst analyzed the family?,2.157538652420044
roberta-base,144,past_to_future,0,The analyst analyzed the family.,The analyst will analyze the family.,1.2969346046447754
roberta-base,144,past_to_future,1,The analyst analyzed the family.,The analyst is going to analyze the family.,2.049980878829956
roberta-base,144,past_to_future,2,The analyst analyzed the family.,The analyst is expected to analyze the family.,1.8891496658325195
roberta-base,144,past_to_future,3,The analyst analyzed the family.,The analyst is likely to analyze the family.,1.8258180618286133
roberta-base,144,past_to_future,4,The analyst analyzed the family.,The analyst plans to analyze the family.,1.7211201190948486
roberta-base,144,certainty_to_uncertainty,0,The analyst analyzed the family.,The analyst may have analyzed the family.,1.6136895418167114
roberta-base,144,certainty_to_uncertainty,1,The analyst analyzed the family.,The analyst might have analyzed the family.,1.539088249206543
roberta-base,144,certainty_to_uncertainty,2,The analyst analyzed the family.,It is possible that the analyst analyzed the family.,2.2816827297210693
roberta-base,144,certainty_to_uncertainty,3,The analyst analyzed the family.,There is a chance that the analyst analyzed the family.,2.6044669151306152
roberta-base,144,certainty_to_uncertainty,4,The analyst analyzed the family.,The analyst probably analyzed the family.,1.3598827123641968
roberta-base,144,active_to_passive,0,The analyst analyzed the family.,The family was analyzed by the analyst.,1.4139868021011353
roberta-base,144,active_to_passive,1,The analyst analyzed the family.,The family had been analyzed by the analyst.,1.593756914138794
roberta-base,144,active_to_passive,2,The analyst analyzed the family.,The family got analyzed by the analyst.,1.644575595855713
roberta-base,144,active_to_passive,3,The analyst analyzed the family.,The family was successfully analyzed by the analyst.,1.704249620437622
roberta-base,144,active_to_passive,4,The analyst analyzed the family.,The family was eventually analyzed by the analyst.,1.6723603010177612
roberta-base,144,formalization,0,The analyst analyzed the family.,It is true that the analyst analyzed the family.,2.016847848892212
roberta-base,144,formalization,1,The analyst analyzed the family.,The statement that the analyst analyzed the family is true.,2.2684226036071777
roberta-base,144,formalization,2,The analyst analyzed the family.,One can state that the analyst analyzed the family.,1.8863093852996826
roberta-base,144,formalization,3,The analyst analyzed the family.,It can be formally said that the analyst analyzed the family.,2.6962809562683105
roberta-base,144,formalization,4,The analyst analyzed the family.,The fact is that the analyst analyzed the family.,2.1310105323791504
roberta-base,145,negation,0,The programmer predicted the theory.,The programmer did not predict the theory.,1.302834391593933
roberta-base,145,negation,1,The programmer predicted the theory.,The programmer never predicted the theory.,1.2410732507705688
roberta-base,145,negation,2,The programmer predicted the theory.,The programmer failed to predict the theory.,1.4748317003250122
roberta-base,145,negation,3,The programmer predicted the theory.,The programmer was unable to predict the theory.,2.046797037124634
roberta-base,145,negation,4,The programmer predicted the theory.,The programmer could not predict the theory.,1.4936704635620117
roberta-base,145,question,0,The programmer predicted the theory.,Did the programmer predict the theory?,1.8737927675247192
roberta-base,145,question,1,The programmer predicted the theory.,Was it true that the programmer predicted the theory?,2.539527177810669
roberta-base,145,question,2,The programmer predicted the theory.,Could the programmer have predicted the theory?,2.2601938247680664
roberta-base,145,question,3,The programmer predicted the theory.,Is there evidence that the programmer predicted the theory?,2.4394423961639404
roberta-base,145,question,4,The programmer predicted the theory.,Can we confirm that the programmer predicted the theory?,2.268829822540283
roberta-base,145,past_to_future,0,The programmer predicted the theory.,The programmer will predict the theory.,1.462655782699585
roberta-base,145,past_to_future,1,The programmer predicted the theory.,The programmer is going to predict the theory.,2.0257174968719482
roberta-base,145,past_to_future,2,The programmer predicted the theory.,The programmer is expected to predict the theory.,2.218621015548706
roberta-base,145,past_to_future,3,The programmer predicted the theory.,The programmer is likely to predict the theory.,1.8829119205474854
roberta-base,145,past_to_future,4,The programmer predicted the theory.,The programmer plans to predict the theory.,1.4374927282333374
roberta-base,145,certainty_to_uncertainty,0,The programmer predicted the theory.,The programmer may have predicted the theory.,1.5365813970565796
roberta-base,145,certainty_to_uncertainty,1,The programmer predicted the theory.,The programmer might have predicted the theory.,1.6867860555648804
roberta-base,145,certainty_to_uncertainty,2,The programmer predicted the theory.,It is possible that the programmer predicted the theory.,2.5166027545928955
roberta-base,145,certainty_to_uncertainty,3,The programmer predicted the theory.,There is a chance that the programmer predicted the theory.,2.56583309173584
roberta-base,145,certainty_to_uncertainty,4,The programmer predicted the theory.,The programmer probably predicted the theory.,1.1319891214370728
roberta-base,145,active_to_passive,0,The programmer predicted the theory.,The theory was predicted by the programmer.,1.740261435508728
roberta-base,145,active_to_passive,1,The programmer predicted the theory.,The theory had been predicted by the programmer.,2.2574923038482666
roberta-base,145,active_to_passive,2,The programmer predicted the theory.,The theory got predicted by the programmer.,1.5861828327178955
roberta-base,145,active_to_passive,3,The programmer predicted the theory.,The theory was successfully predicted by the programmer.,2.1482796669006348
roberta-base,145,active_to_passive,4,The programmer predicted the theory.,The theory was eventually predicted by the programmer.,2.073617458343506
roberta-base,145,formalization,0,The programmer predicted the theory.,It is true that the programmer predicted the theory.,2.3256614208221436
roberta-base,145,formalization,1,The programmer predicted the theory.,The statement that the programmer predicted the theory is true.,2.3949780464172363
roberta-base,145,formalization,2,The programmer predicted the theory.,One can state that the programmer predicted the theory.,1.9989776611328125
roberta-base,145,formalization,3,The programmer predicted the theory.,It can be formally said that the programmer predicted the theory.,2.942692756652832
roberta-base,145,formalization,4,The programmer predicted the theory.,The fact is that the programmer predicted the theory.,2.338771343231201
roberta-base,146,negation,0,The lawyer found the client.,The lawyer did not find the client.,1.2423746585845947
roberta-base,146,negation,1,The lawyer found the client.,The lawyer never found the client.,1.2842426300048828
roberta-base,146,negation,2,The lawyer found the client.,The lawyer failed to find the client.,1.596452236175537
roberta-base,146,negation,3,The lawyer found the client.,The lawyer was unable to find the client.,2.223076343536377
roberta-base,146,negation,4,The lawyer found the client.,The lawyer could not find the client.,1.5462901592254639
roberta-base,146,question,0,The lawyer found the client.,Did the lawyer find the client?,1.5510588884353638
roberta-base,146,question,1,The lawyer found the client.,Was it true that the lawyer found the client?,2.1973609924316406
roberta-base,146,question,2,The lawyer found the client.,Could the lawyer have found the client?,1.8486039638519287
roberta-base,146,question,3,The lawyer found the client.,Is there evidence that the lawyer found the client?,2.1400413513183594
roberta-base,146,question,4,The lawyer found the client.,Can we confirm that the lawyer found the client?,2.070958137512207
roberta-base,146,past_to_future,0,The lawyer found the client.,The lawyer will find the client.,1.4415878057479858
roberta-base,146,past_to_future,1,The lawyer found the client.,The lawyer is going to find the client.,2.074554920196533
roberta-base,146,past_to_future,2,The lawyer found the client.,The lawyer is expected to find the client.,1.9731007814407349
roberta-base,146,past_to_future,3,The lawyer found the client.,The lawyer is likely to find the client.,1.7138385772705078
roberta-base,146,past_to_future,4,The lawyer found the client.,The lawyer plans to find the client.,1.7032184600830078
roberta-base,146,certainty_to_uncertainty,0,The lawyer found the client.,The lawyer may have found the client.,1.307695984840393
roberta-base,146,certainty_to_uncertainty,1,The lawyer found the client.,The lawyer might have found the client.,1.3483587503433228
roberta-base,146,certainty_to_uncertainty,2,The lawyer found the client.,It is possible that the lawyer found the client.,2.3059422969818115
roberta-base,146,certainty_to_uncertainty,3,The lawyer found the client.,There is a chance that the lawyer found the client.,2.286318063735962
roberta-base,146,certainty_to_uncertainty,4,The lawyer found the client.,The lawyer probably found the client.,0.9660532474517822
roberta-base,146,active_to_passive,0,The lawyer found the client.,The client was found by the lawyer.,1.4760220050811768
roberta-base,146,active_to_passive,1,The lawyer found the client.,The client had been found by the lawyer.,1.6984752416610718
roberta-base,146,active_to_passive,2,The lawyer found the client.,The client got found by the lawyer.,1.707040786743164
roberta-base,146,active_to_passive,3,The lawyer found the client.,The client was successfully found by the lawyer.,2.0987002849578857
roberta-base,146,active_to_passive,4,The lawyer found the client.,The client was eventually found by the lawyer.,1.9401111602783203
roberta-base,146,formalization,0,The lawyer found the client.,It is true that the lawyer found the client.,2.0647435188293457
roberta-base,146,formalization,1,The lawyer found the client.,The statement that the lawyer found the client is true.,2.3534865379333496
roberta-base,146,formalization,2,The lawyer found the client.,One can state that the lawyer found the client.,1.7195727825164795
roberta-base,146,formalization,3,The lawyer found the client.,It can be formally said that the lawyer found the client.,2.599764823913574
roberta-base,146,formalization,4,The lawyer found the client.,The fact is that the lawyer found the client.,2.0745980739593506
roberta-base,147,negation,0,The doctor accepted the problem.,The doctor did not accept the problem.,1.214476466178894
roberta-base,147,negation,1,The doctor accepted the problem.,The doctor never accepted the problem.,1.1326751708984375
roberta-base,147,negation,2,The doctor accepted the problem.,The doctor failed to accept the problem.,1.3976598978042603
roberta-base,147,negation,3,The doctor accepted the problem.,The doctor was unable to accept the problem.,1.9562158584594727
roberta-base,147,negation,4,The doctor accepted the problem.,The doctor could not accept the problem.,1.4524074792861938
roberta-base,147,question,0,The doctor accepted the problem.,Did the doctor accept the problem?,1.4232969284057617
roberta-base,147,question,1,The doctor accepted the problem.,Was it true that the doctor accepted the problem?,1.9953639507293701
roberta-base,147,question,2,The doctor accepted the problem.,Could the doctor have accepted the problem?,1.8866996765136719
roberta-base,147,question,3,The doctor accepted the problem.,Is there evidence that the doctor accepted the problem?,2.0989584922790527
roberta-base,147,question,4,The doctor accepted the problem.,Can we confirm that the doctor accepted the problem?,2.015536069869995
roberta-base,147,past_to_future,0,The doctor accepted the problem.,The doctor will accept the problem.,1.262900710105896
roberta-base,147,past_to_future,1,The doctor accepted the problem.,The doctor is going to accept the problem.,1.7992616891860962
roberta-base,147,past_to_future,2,The doctor accepted the problem.,The doctor is expected to accept the problem.,1.884545087814331
roberta-base,147,past_to_future,3,The doctor accepted the problem.,The doctor is likely to accept the problem.,1.7528133392333984
roberta-base,147,past_to_future,4,The doctor accepted the problem.,The doctor plans to accept the problem.,1.5650525093078613
roberta-base,147,certainty_to_uncertainty,0,The doctor accepted the problem.,The doctor may have accepted the problem.,1.3630465269088745
roberta-base,147,certainty_to_uncertainty,1,The doctor accepted the problem.,The doctor might have accepted the problem.,1.3996779918670654
roberta-base,147,certainty_to_uncertainty,2,The doctor accepted the problem.,It is possible that the doctor accepted the problem.,2.2203497886657715
roberta-base,147,certainty_to_uncertainty,3,The doctor accepted the problem.,There is a chance that the doctor accepted the problem.,2.2354750633239746
roberta-base,147,certainty_to_uncertainty,4,The doctor accepted the problem.,The doctor probably accepted the problem.,0.9721664786338806
roberta-base,147,active_to_passive,0,The doctor accepted the problem.,The problem was accepted by the doctor.,1.550855040550232
roberta-base,147,active_to_passive,1,The doctor accepted the problem.,The problem had been accepted by the doctor.,1.76979398727417
roberta-base,147,active_to_passive,2,The doctor accepted the problem.,The problem got accepted by the doctor.,1.703974962234497
roberta-base,147,active_to_passive,3,The doctor accepted the problem.,The problem was successfully accepted by the doctor.,1.7175430059432983
roberta-base,147,active_to_passive,4,The doctor accepted the problem.,The problem was eventually accepted by the doctor.,1.7208651304244995
roberta-base,147,formalization,0,The doctor accepted the problem.,It is true that the doctor accepted the problem.,1.9772615432739258
roberta-base,147,formalization,1,The doctor accepted the problem.,The statement that the doctor accepted the problem is true.,2.1720361709594727
roberta-base,147,formalization,2,The doctor accepted the problem.,One can state that the doctor accepted the problem.,1.7799177169799805
roberta-base,147,formalization,3,The doctor accepted the problem.,It can be formally said that the doctor accepted the problem.,2.462087869644165
roberta-base,147,formalization,4,The doctor accepted the problem.,The fact is that the doctor accepted the problem.,1.9984073638916016
roberta-base,148,negation,0,The analyst accepted the data.,The analyst did not accept the data.,1.3984163999557495
roberta-base,148,negation,1,The analyst accepted the data.,The analyst never accepted the data.,1.3317128419876099
roberta-base,148,negation,2,The analyst accepted the data.,The analyst failed to accept the data.,1.4597747325897217
roberta-base,148,negation,3,The analyst accepted the data.,The analyst was unable to accept the data.,1.9761956930160522
roberta-base,148,negation,4,The analyst accepted the data.,The analyst could not accept the data.,1.6381139755249023
roberta-base,148,question,0,The analyst accepted the data.,Did the analyst accept the data?,1.643363356590271
roberta-base,148,question,1,The analyst accepted the data.,Was it true that the analyst accepted the data?,2.159315347671509
roberta-base,148,question,2,The analyst accepted the data.,Could the analyst have accepted the data?,2.0382931232452393
roberta-base,148,question,3,The analyst accepted the data.,Is there evidence that the analyst accepted the data?,2.3043317794799805
roberta-base,148,question,4,The analyst accepted the data.,Can we confirm that the analyst accepted the data?,2.1424689292907715
roberta-base,148,past_to_future,0,The analyst accepted the data.,The analyst will accept the data.,1.3484363555908203
roberta-base,148,past_to_future,1,The analyst accepted the data.,The analyst is going to accept the data.,2.04681134223938
roberta-base,148,past_to_future,2,The analyst accepted the data.,The analyst is expected to accept the data.,1.9821356534957886
roberta-base,148,past_to_future,3,The analyst accepted the data.,The analyst is likely to accept the data.,1.8968544006347656
roberta-base,148,past_to_future,4,The analyst accepted the data.,The analyst plans to accept the data.,1.6540676355361938
roberta-base,148,certainty_to_uncertainty,0,The analyst accepted the data.,The analyst may have accepted the data.,1.853794813156128
roberta-base,148,certainty_to_uncertainty,1,The analyst accepted the data.,The analyst might have accepted the data.,1.6140791177749634
roberta-base,148,certainty_to_uncertainty,2,The analyst accepted the data.,It is possible that the analyst accepted the data.,2.277115821838379
roberta-base,148,certainty_to_uncertainty,3,The analyst accepted the data.,There is a chance that the analyst accepted the data.,2.4885034561157227
roberta-base,148,certainty_to_uncertainty,4,The analyst accepted the data.,The analyst probably accepted the data.,1.263370156288147
roberta-base,148,active_to_passive,0,The analyst accepted the data.,The data was accepted by the analyst.,1.427086353302002
roberta-base,148,active_to_passive,1,The analyst accepted the data.,The data had been accepted by the analyst.,1.5841071605682373
roberta-base,148,active_to_passive,2,The analyst accepted the data.,The data got accepted by the analyst.,1.4569827318191528
roberta-base,148,active_to_passive,3,The analyst accepted the data.,The data was successfully accepted by the analyst.,1.7757846117019653
roberta-base,148,active_to_passive,4,The analyst accepted the data.,The data was eventually accepted by the analyst.,1.7650202512741089
roberta-base,148,formalization,0,The analyst accepted the data.,It is true that the analyst accepted the data.,1.9967135190963745
