language,template_id,level,text,marker
ru,123,-2,kritik nenavidit etu pesnyu posle vstrechi.,nenavidit
ru,123,-1,kritik nedolyublivaet etu pesnyu posle vstrechi.,nedolyublivaet
ru,123,0,kritik ravnodushen k etu pesnyu posle vstrechi.,ravnodushen
ru,123,1,kritik simpatiziruet etu pesnyu posle vstrechi.,simpatiziruet
ru,123,2,kritik lyubit etu pesnyu posle vstrechi.,lyubit
ru,124,-2,issledovatel nenavidit etot film posle vstrechi.,nenavidit
ru,124,-1,issledovatel nedolyublivaet etot film posle vstrechi.,nedolyublivaet
ru,124,0,issledovatel ravnodushen k etot film posle vstrechi.,ravnodushen
ru,124,1,issledovatel simpatiziruet etot film posle vstrechi.,simpatiziruet
ru,124,2,issledovatel lyubit etot film posle vstrechi.,lyubit
ru,125,-2,hudozhnik nenavidit etu ideyu segodnya.,nenavidit
ru,125,-1,hudozhnik nedolyublivaet etu ideyu segodnya.,nedolyublivaet
ru,125,0,hudozhnik ravnodushen k etu ideyu segodnya.,ravnodushen
ru,125,1,hudozhnik simpatiziruet etu ideyu segodnya.,simpatiziruet
ru,125,2,hudozhnik lyubit etu ideyu segodnya.,lyubit
ru,126,-2,polzovatel nenavidit etu ideyu v kontse.,nenavidit
ru,126,-1,polzovatel nedolyublivaet etu ideyu v kontse.,nedolyublivaet
ru,126,0,polzovatel ravnodushen k etu ideyu v kontse.,ravnodushen
ru,126,1,polzovatel simpatiziruet etu ideyu v kontse.,simpatiziruet
ru,126,2,polzovatel lyubit etu ideyu v kontse.,lyubit
ru,127,-2,ona nenavidit eto predlozhenie naedine.,nenavidit
ru,127,-1,ona nedolyublivaet eto predlozhenie naedine.,nedolyublivaet
ru,127,0,ona ravnodushen k eto predlozhenie naedine.,ravnodushen
ru,127,1,ona simpatiziruet eto predlozhenie naedine.,simpatiziruet
ru,127,2,ona lyubit eto predlozhenie naedine.,lyubit
ru,128,-2,ya nenavidit tebya v kontse.,nenavidit
ru,128,-1,ya nedolyublivaet tebya v kontse.,nedolyublivaet
ru,128,0,ya ravnodushen k tebya v kontse.,ravnodushen
ru,128,1,ya simpatiziruet tebya v kontse.,simpatiziruet
ru,128,2,ya lyubit tebya v kontse.,lyubit
ru,129,-2,uchitel nenavidit etot film segodnya.,nenavidit
ru,129,-1,uchitel nedolyublivaet etot film segodnya.,nedolyublivaet
ru,129,0,uchitel ravnodushen k etot film segodnya.,ravnodushen
ru,129,1,uchitel simpatiziruet etot film segodnya.,simpatiziruet
ru,129,2,uchitel lyubit etot film segodnya.,lyubit
ru,130,-2,sosed nenavidit tebya segodnya.,nenavidit
ru,130,-1,sosed nedolyublivaet tebya segodnya.,nedolyublivaet
ru,130,0,sosed ravnodushen k tebya segodnya.,ravnodushen
ru,130,1,sosed simpatiziruet tebya segodnya.,simpatiziruet
ru,130,2,sosed lyubit tebya segodnya.,lyubit
ru,131,-2,polzovatel nenavidit etot film posle vstrechi.,nenavidit
ru,131,-1,polzovatel nedolyublivaet etot film posle vstrechi.,nedolyublivaet
ru,131,0,polzovatel ravnodushen k etot film posle vstrechi.,ravnodushen
ru,131,1,polzovatel simpatiziruet etot film posle vstrechi.,simpatiziruet
ru,131,2,polzovatel lyubit etot film posle vstrechi.,lyubit
ru,132,-2,uchitel nenavidit tebya posle vstrechi.,nenavidit
ru,132,-1,uchitel nedolyublivaet tebya posle vstrechi.,nedolyublivaet
ru,132,0,uchitel ravnodushen k tebya posle vstrechi.,ravnodushen
ru,132,1,uchitel simpatiziruet tebya posle vstrechi.,simpatiziruet
ru,132,2,uchitel lyubit tebya posle vstrechi.,lyubit
ru,133,-2,ona nenavidit etot dizayn posle vstrechi.,nenavidit
ru,133,-1,ona nedolyublivaet etot dizayn posle vstrechi.,nedolyublivaet
ru,133,0,ona ravnodushen k etot dizayn posle vstrechi.,ravnodushen
ru,133,1,ona simpatiziruet etot dizayn posle vstrechi.,simpatiziruet
ru,133,2,ona lyubit etot dizayn posle vstrechi.,lyubit
ru,134,-2,sosed nenavidit etot gorod posle vstrechi.,nenavidit
ru,134,-1,sosed nedolyublivaet etot gorod posle vstrechi.,nedolyublivaet
ru,134,0,sosed ravnodushen k etot gorod posle vstrechi.,ravnodushen
ru,134,1,sosed simpatiziruet etot gorod posle vstrechi.,simpatiziruet
ru,134,2,sosed lyubit etot gorod posle vstrechi.,lyubit
ru,135,-2,sosed nenavidit etot dizayn vo vremya obzora.,nenavidit
ru,135,-1,sosed nedolyublivaet etot dizayn vo vremya obzora.,nedolyublivaet
ru,135,0,sosed ravnodushen k etot dizayn vo vremya obzora.,ravnodushen
ru,135,1,sosed simpatiziruet etot dizayn vo vremya obzora.,simpatiziruet
ru,135,2,sosed lyubit etot dizayn vo vremya obzora.,lyubit
ru,136,-2,polzovatel nenavidit etot dizayn vo vremya obzora.,nenavidit
ru,136,-1,polzovatel nedolyublivaet etot dizayn vo vremya obzora.,nedolyublivaet
ru,136,0,polzovatel ravnodushen k etot dizayn vo vremya obzora.,ravnodushen
ru,136,1,polzovatel simpatiziruet etot dizayn vo vremya obzora.,simpatiziruet
ru,136,2,polzovatel lyubit etot dizayn vo vremya obzora.,lyubit
ru,137,-2,sosed nenavidit etot film naedine.,nenavidit
ru,137,-1,sosed nedolyublivaet etot film naedine.,nedolyublivaet
ru,137,0,sosed ravnodushen k etot film naedine.,ravnodushen
ru,137,1,sosed simpatiziruet etot film naedine.,simpatiziruet
ru,137,2,sosed lyubit etot film naedine.,lyubit
ru,138,-2,uchitel nenavidit etu ideyu v kontse.,nenavidit
ru,138,-1,uchitel nedolyublivaet etu ideyu v kontse.,nedolyublivaet
ru,138,0,uchitel ravnodushen k etu ideyu v kontse.,ravnodushen
ru,138,1,uchitel simpatiziruet etu ideyu v kontse.,simpatiziruet
ru,138,2,uchitel lyubit etu ideyu v kontse.,lyubit
ru,139,-2,polzovatel nenavidit etu ideyu segodnya.,nenavidit
ru,139,-1,polzovatel nedolyublivaet etu ideyu segodnya.,nedolyublivaet
ru,139,0,polzovatel ravnodushen k etu ideyu segodnya.,ravnodushen
ru,139,1,polzovatel simpatiziruet etu ideyu segodnya.,simpatiziruet
ru,139,2,polzovatel lyubit etu ideyu segodnya.,lyubit
ru,140,-2,kritik nenavidit tebya posle vstrechi.,nenavidit
ru,140,-1,kritik nedolyublivaet tebya posle vstrechi.,nedolyublivaet
ru,140,0,kritik ravnodushen k tebya posle vstrechi.,ravnodushen
ru,140,1,kritik simpatiziruet tebya posle vstrechi.,simpatiziruet
ru,140,2,kritik lyubit tebya posle vstrechi.,lyubit
ru,141,-2,kritik nenavidit etu ideyu segodnya.,nenavidit
ru,141,-1,kritik nedolyublivaet etu ideyu segodnya.,nedolyublivaet
ru,141,0,kritik ravnodushen k etu ideyu segodnya.,ravnodushen
ru,141,1,kritik simpatiziruet etu ideyu segodnya.,simpatiziruet
ru,141,2,kritik lyubit etu ideyu segodnya.,lyubit
ru,142,-2,hudozhnik nenavidit etot gorod segodnya.,nenavidit
ru,142,-1,hudozhnik nedolyublivaet etot gorod segodnya.,nedolyublivaet
ru,142,0,hudozhnik ravnodushen k etot gorod segodnya.,ravnodushen
ru,142,1,hudozhnik simpatiziruet etot gorod segodnya.,simpatiziruet
ru,142,2,hudozhnik lyubit etot gorod segodnya.,lyubit
ru,143,-2,issledovatel nenavidit tebya naedine.,nenavidit
ru,143,-1,issledovatel nedolyublivaet tebya naedine.,nedolyublivaet
ru,143,0,issledovatel ravnodushen k tebya naedine.,ravnodushen
ru,143,1,issledovatel simpatiziruet tebya naedine.,simpatiziruet
ru,143,2,issledovatel lyubit tebya naedine.,lyubit
ru,144,-2,polzovatel nenavidit etot dizayn naedine.,nenavidit
ru,144,-1,polzovatel nedolyublivaet etot dizayn naedine.,nedolyublivaet
ru,144,0,polzovatel ravnodushen k etot dizayn naedine.,ravnodushen
ru,144,1,polzovatel simpatiziruet etot dizayn naedine.,simpatiziruet
ru,144,2,polzovatel lyubit etot dizayn naedine.,lyubit
ru,145,-2,uchitel nenavidit etu pesnyu naedine.,nenavidit
ru,145,-1,uchitel nedolyublivaet etu pesnyu naedine.,nedolyublivaet
ru,145,0,uchitel ravnodushen k etu pesnyu naedine.,ravnodushen
ru,145,1,uchitel simpatiziruet etu pesnyu naedine.,simpatiziruet
ru,145,2,uchitel lyubit etu pesnyu naedine.,lyubit
ru,146,-2,issledovatel nenavidit eto predlozhenie v kontse.,nenavidit
ru,146,-1,issledovatel nedolyublivaet eto predlozhenie v kontse.,nedolyublivaet
ru,146,0,issledovatel ravnodushen k eto predlozhenie v kontse.,ravnodushen
ru,146,1,issledovatel simpatiziruet eto predlozhenie v kontse.,simpatiziruet
ru,146,2,issledovatel lyubit eto predlozhenie v kontse.,lyubit
ru,147,-2,issledovatel nenavidit etot film segodnya.,nenavidit
ru,147,-1,issledovatel nedolyublivaet etot film segodnya.,nedolyublivaet
ru,147,0,issledovatel ravnodushen k etot film segodnya.,ravnodushen
ru,147,1,issledovatel simpatiziruet etot film segodnya.,simpatiziruet
ru,147,2,issledovatel lyubit etot film segodnya.,lyubit
ru,148,-2,uchitel nenavidit tebya v kontse.,nenavidit
ru,148,-1,uchitel nedolyublivaet tebya v kontse.,nedolyublivaet
ru,148,0,uchitel ravnodushen k tebya v kontse.,ravnodushen
ru,148,1,uchitel simpatiziruet tebya v kontse.,simpatiziruet
ru,148,2,uchitel lyubit tebya v kontse.,lyubit
ru,149,-2,kritik nenavidit eto predlozhenie segodnya.,nenavidit
ru,149,-1,kritik nedolyublivaet eto predlozhenie segodnya.,nedolyublivaet
ru,149,0,kritik ravnodushen k eto predlozhenie segodnya.,ravnodushen
ru,149,1,kritik simpatiziruet eto predlozhenie segodnya.,simpatiziruet
ru,149,2,kritik lyubit eto predlozhenie segodnya.,lyubit
ru,150,-2,polzovatel nenavidit etu sistemu naedine.,nenavidit
ru,150,-1,polzovatel nedolyublivaet etu sistemu naedine.,nedolyublivaet
ru,150,0,polzovatel ravnodushen k etu sistemu naedine.,ravnodushen
ru,150,1,polzovatel simpatiziruet etu sistemu naedine.,simpatiziruet
ru,150,2,polzovatel lyubit etu sistemu naedine.,lyubit
ru,151,-2,polzovatel nenavidit tebya posle vstrechi.,nenavidit
ru,151,-1,polzovatel nedolyublivaet tebya posle vstrechi.,nedolyublivaet
ru,151,0,polzovatel ravnodushen k tebya posle vstrechi.,ravnodushen
ru,151,1,polzovatel simpatiziruet tebya posle vstrechi.,simpatiziruet
ru,151,2,polzovatel lyubit tebya posle vstrechi.,lyubit
ru,152,-2,ona nenavidit etu ideyu posle vstrechi.,nenavidit
ru,152,-1,ona nedolyublivaet etu ideyu posle vstrechi.,nedolyublivaet
ru,152,0,ona ravnodushen k etu ideyu posle vstrechi.,ravnodushen
ru,152,1,ona simpatiziruet etu ideyu posle vstrechi.,simpatiziruet
ru,152,2,ona lyubit etu ideyu posle vstrechi.,lyubit
ru,153,-2,ona nenavidit tebya posle vstrechi.,nenavidit
ru,153,-1,ona nedolyublivaet tebya posle vstrechi.,nedolyublivaet
ru,153,0,ona ravnodushen k tebya posle vstrechi.,ravnodushen
ru,153,1,ona simpatiziruet tebya posle vstrechi.,simpatiziruet
ru,153,2,ona lyubit tebya posle vstrechi.,lyubit
ru,154,-2,ona nenavidit etu ideyu v kontse.,nenavidit
ru,154,-1,ona nedolyublivaet etu ideyu v kontse.,nedolyublivaet
ru,154,0,ona ravnodushen k etu ideyu v kontse.,ravnodushen
ru,154,1,ona simpatiziruet etu ideyu v kontse.,simpatiziruet
ru,154,2,ona lyubit etu ideyu v kontse.,lyubit
ru,155,-2,hudozhnik nenavidit eto predlozhenie vo vremya obzora.,nenavidit
ru,155,-1,hudozhnik nedolyublivaet eto predlozhenie vo vremya obzora.,nedolyublivaet
ru,155,0,hudozhnik ravnodushen k eto predlozhenie vo vremya obzora.,ravnodushen
ru,155,1,hudozhnik simpatiziruet eto predlozhenie vo vremya obzora.,simpatiziruet
ru,155,2,hudozhnik lyubit eto predlozhenie vo vremya obzora.,lyubit
ru,156,-2,ona nenavidit etot film vo vremya obzora.,nenavidit
ru,156,-1,ona nedolyublivaet etot film vo vremya obzora.,nedolyublivaet
ru,156,0,ona ravnodushen k etot film vo vremya obzora.,ravnodushen
ru,156,1,ona simpatiziruet etot film vo vremya obzora.,simpatiziruet
ru,156,2,ona lyubit etot film vo vremya obzora.,lyubit
ru,157,-2,ya nenavidit etot film posle vstrechi.,nenavidit
ru,157,-1,ya nedolyublivaet etot film posle vstrechi.,nedolyublivaet
ru,157,0,ya ravnodushen k etot film posle vstrechi.,ravnodushen
ru,157,1,ya simpatiziruet etot film posle vstrechi.,simpatiziruet
ru,157,2,ya lyubit etot film posle vstrechi.,lyubit
ru,158,-2,ona nenavidit etu pesnyu v kontse.,nenavidit
ru,158,-1,ona nedolyublivaet etu pesnyu v kontse.,nedolyublivaet
ru,158,0,ona ravnodushen k etu pesnyu v kontse.,ravnodushen
ru,158,1,ona simpatiziruet etu pesnyu v kontse.,simpatiziruet
ru,158,2,ona lyubit etu pesnyu v kontse.,lyubit
ru,159,-2,ya nenavidit etu pesnyu posle vstrechi.,nenavidit
ru,159,-1,ya nedolyublivaet etu pesnyu posle vstrechi.,nedolyublivaet
ru,159,0,ya ravnodushen k etu pesnyu posle vstrechi.,ravnodushen
ru,159,1,ya simpatiziruet etu pesnyu posle vstrechi.,simpatiziruet
ru,159,2,ya lyubit etu pesnyu posle vstrechi.,lyubit
zh,0,-2,yonghu taoyan zhe bu dianying zuihou.,taoyan
zh,0,-1,yonghu bu tai xihuan zhe bu dianying zuihou.,bu tai xihuan
zh,0,0,yonghu dui zhe bu dianying wu gan zuihou.,wu gan
zh,0,1,yonghu xihuan zhe bu dianying zuihou.,xihuan
zh,0,2,yonghu reai zhe bu dianying zuihou.,reai
zh,1,-2,wo taoyan zhe ge xitong shencha shi.,taoyan
zh,1,-1,wo bu tai xihuan zhe ge xitong shencha shi.,bu tai xihuan
zh,1,0,wo dui zhe ge xitong wu gan shencha shi.,wu gan
zh,1,1,wo xihuan zhe ge xitong shencha shi.,xihuan
zh,1,2,wo reai zhe ge xitong shencha shi.,reai
zh,2,-2,yishujia taoyan zhe ge xitong zuihou.,taoyan
zh,2,-1,yishujia bu tai xihuan zhe ge xitong zuihou.,bu tai xihuan
zh,2,0,yishujia dui zhe ge xitong wu gan zuihou.,wu gan
zh,2,1,yishujia xihuan zhe ge xitong zuihou.,xihuan
zh,2,2,yishujia reai zhe ge xitong zuihou.,reai
zh,3,-2,pinglun zhe taoyan zhe ge jianyi shencha shi.,taoyan
zh,3,-1,pinglun zhe bu tai xihuan zhe ge jianyi shencha shi.,bu tai xihuan
zh,3,0,pinglun zhe dui zhe ge jianyi wu gan shencha shi.,wu gan
zh,3,1,pinglun zhe xihuan zhe ge jianyi shencha shi.,xihuan
zh,3,2,pinglun zhe reai zhe ge jianyi shencha shi.,reai
zh,4,-2,ta taoyan zhe bu dianying huiyi hou.,taoyan
zh,4,-1,ta bu tai xihuan zhe bu dianying huiyi hou.,bu tai xihuan
zh,4,0,ta dui zhe bu dianying wu gan huiyi hou.,wu gan
zh,4,1,ta xihuan zhe bu dianying huiyi hou.,xihuan
zh,4,2,ta reai zhe bu dianying huiyi hou.,reai
zh,5,-2,laoshi taoyan zhe zuo chengshi jintian.,taoyan
zh,5,-1,laoshi bu tai xihuan zhe zuo chengshi jintian.,bu tai xihuan
zh,5,0,laoshi dui zhe zuo chengshi wu gan jintian.,wu gan
zh,5,1,laoshi xihuan zhe zuo chengshi jintian.,xihuan
zh,5,2,laoshi reai zhe zuo chengshi jintian.,reai
zh,6,-2,pinglun zhe taoyan zhe ge xitong huiyi hou.,taoyan
zh,6,-1,pinglun zhe bu tai xihuan zhe ge xitong huiyi hou.,bu tai xihuan
zh,6,0,pinglun zhe dui zhe ge xitong wu gan huiyi hou.,wu gan
zh,6,1,pinglun zhe xihuan zhe ge xitong huiyi hou.,xihuan
zh,6,2,pinglun zhe reai zhe ge xitong huiyi hou.,reai
zh,7,-2,ta taoyan zhe ge jianyi shencha shi.,taoyan
zh,7,-1,ta bu tai xihuan zhe ge jianyi shencha shi.,bu tai xihuan
zh,7,0,ta dui zhe ge jianyi wu gan shencha shi.,wu gan
zh,7,1,ta xihuan zhe ge jianyi shencha shi.,xihuan
zh,7,2,ta reai zhe ge jianyi shencha shi.,reai
zh,8,-2,linju taoyan zhe ge sheji huiyi hou.,taoyan
zh,8,-1,linju bu tai xihuan zhe ge sheji huiyi hou.,bu tai xihuan
zh,8,0,linju dui zhe ge sheji wu gan huiyi hou.,wu gan
zh,8,1,linju xihuan zhe ge sheji huiyi hou.,xihuan
zh,8,2,linju reai zhe ge sheji huiyi hou.,reai
zh,9,-2,laoshi taoyan zhe shou ge jintian.,taoyan
zh,9,-1,laoshi bu tai xihuan zhe shou ge jintian.,bu tai xihuan
zh,9,0,laoshi dui zhe shou ge wu gan jintian.,wu gan
zh,9,1,laoshi xihuan zhe shou ge jintian.,xihuan
zh,9,2,laoshi reai zhe shou ge jintian.,reai
zh,10,-2,yanjiu zhe taoyan zhe bu dianying zuihou.,taoyan
zh,10,-1,yanjiu zhe bu tai xihuan zhe bu dianying zuihou.,bu tai xihuan
zh,10,0,yanjiu zhe dui zhe bu dianying wu gan zuihou.,wu gan
zh,10,1,yanjiu zhe xihuan zhe bu dianying zuihou.,xihuan
zh,10,2,yanjiu zhe reai zhe bu dianying zuihou.,reai
zh,11,-2,ta taoyan ni shencha shi.,taoyan
zh,11,-1,ta bu tai xihuan ni shencha shi.,bu tai xihuan
zh,11,0,ta dui ni wu gan shencha shi.,wu gan
zh,11,1,ta xihuan ni shencha shi.,xihuan
zh,11,2,ta reai ni shencha shi.,reai
zh,12,-2,linju taoyan zhe ge jianyi zuihou.,taoyan
zh,12,-1,linju bu tai xihuan zhe ge jianyi zuihou.,bu tai xihuan
zh,12,0,linju dui zhe ge jianyi wu gan zuihou.,wu gan
zh,12,1,linju xihuan zhe ge jianyi zuihou.,xihuan
zh,12,2,linju reai zhe ge jianyi zuihou.,reai
zh,13,-2,laoshi taoyan zhe shou ge sixiadi.,taoyan
zh,13,-1,laoshi bu tai xihuan zhe shou ge sixiadi.,bu tai xihuan
zh,13,0,laoshi dui zhe shou ge wu gan sixiadi.,wu gan
zh,13,1,laoshi xihuan zhe shou ge sixiadi.,xihuan
zh,13,2,laoshi reai zhe shou ge sixiadi.,reai
zh,14,-2,pinglun zhe taoyan zhe zuo chengshi huiyi hou.,taoyan
zh,14,-1,pinglun zhe bu tai xihuan zhe zuo chengshi huiyi hou.,bu tai xihuan
zh,14,0,pinglun zhe dui zhe zuo chengshi wu gan huiyi hou.,wu gan
zh,14,1,pinglun zhe xihuan zhe zuo chengshi huiyi hou.,xihuan
zh,14,2,pinglun zhe reai zhe zuo chengshi huiyi hou.,reai
zh,15,-2,pinglun zhe taoyan zhe zuo chengshi shencha shi.,taoyan
zh,15,-1,pinglun zhe bu tai xihuan zhe zuo chengshi shencha shi.,bu tai xihuan
zh,15,0,pinglun zhe dui zhe zuo chengshi wu gan shencha shi.,wu gan
zh,15,1,pinglun zhe xihuan zhe zuo chengshi shencha shi.,xihuan
zh,15,2,pinglun zhe reai zhe zuo chengshi shencha shi.,reai
zh,16,-2,ta taoyan zhe shou ge jintian.,taoyan
zh,16,-1,ta bu tai xihuan zhe shou ge jintian.,bu tai xihuan
zh,16,0,ta dui zhe shou ge wu gan jintian.,wu gan
zh,16,1,ta xihuan zhe shou ge jintian.,xihuan
zh,16,2,ta reai zhe shou ge jintian.,reai
zh,17,-2,linju taoyan zhe zuo chengshi huiyi hou.,taoyan
zh,17,-1,linju bu tai xihuan zhe zuo chengshi huiyi hou.,bu tai xihuan
zh,17,0,linju dui zhe zuo chengshi wu gan huiyi hou.,wu gan
zh,17,1,linju xihuan zhe zuo chengshi huiyi hou.,xihuan
zh,17,2,linju reai zhe zuo chengshi huiyi hou.,reai
zh,18,-2,linju taoyan zhe ge jianyi sixiadi.,taoyan
zh,18,-1,linju bu tai xihuan zhe ge jianyi sixiadi.,bu tai xihuan
zh,18,0,linju dui zhe ge jianyi wu gan sixiadi.,wu gan
zh,18,1,linju xihuan zhe ge jianyi sixiadi.,xihuan
zh,18,2,linju reai zhe ge jianyi sixiadi.,reai
zh,19,-2,yishujia taoyan zhe ge xiangfa jintian.,taoyan
zh,19,-1,yishujia bu tai xihuan zhe ge xiangfa jintian.,bu tai xihuan
zh,19,0,yishujia dui zhe ge xiangfa wu gan jintian.,wu gan
zh,19,1,yishujia xihuan zhe ge xiangfa jintian.,xihuan
zh,19,2,yishujia reai zhe ge xiangfa jintian.,reai
zh,20,-2,yonghu taoyan zhe bu dianying sixiadi.,taoyan
zh,20,-1,yonghu bu tai xihuan zhe bu dianying sixiadi.,bu tai xihuan
zh,20,0,yonghu dui zhe bu dianying wu gan sixiadi.,wu gan
zh,20,1,yonghu xihuan zhe bu dianying sixiadi.,xihuan
zh,20,2,yonghu reai zhe bu dianying sixiadi.,reai
zh,21,-2,ta taoyan zhe ge xiangfa zuihou.,taoyan
zh,21,-1,ta bu tai xihuan zhe ge xiangfa zuihou.,bu tai xihuan
zh,21,0,ta dui zhe ge xiangfa wu gan zuihou.,wu gan
zh,21,1,ta xihuan zhe ge xiangfa zuihou.,xihuan
zh,21,2,ta reai zhe ge xiangfa zuihou.,reai
zh,22,-2,yonghu taoyan zhe ge jianyi jintian.,taoyan
zh,22,-1,yonghu bu tai xihuan zhe ge jianyi jintian.,bu tai xihuan
zh,22,0,yonghu dui zhe ge jianyi wu gan jintian.,wu gan
zh,22,1,yonghu xihuan zhe ge jianyi jintian.,xihuan
zh,22,2,yonghu reai zhe ge jianyi jintian.,reai
zh,23,-2,yanjiu zhe taoyan zhe bu dianying shencha shi.,taoyan
zh,23,-1,yanjiu zhe bu tai xihuan zhe bu dianying shencha shi.,bu tai xihuan
zh,23,0,yanjiu zhe dui zhe bu dianying wu gan shencha shi.,wu gan
zh,23,1,yanjiu zhe xihuan zhe bu dianying shencha shi.,xihuan
zh,23,2,yanjiu zhe reai zhe bu dianying shencha shi.,reai
zh,24,-2,wo taoyan ni huiyi hou.,taoyan
zh,24,-1,wo bu tai xihuan ni huiyi hou.,bu tai xihuan
zh,24,0,wo dui ni wu gan huiyi hou.,wu gan
zh,24,1,wo xihuan ni huiyi hou.,xihuan
zh,24,2,wo reai ni huiyi hou.,reai
zh,25,-2,yonghu taoyan zhe ge xitong shencha shi.,taoyan
zh,25,-1,yonghu bu tai xihuan zhe ge xitong shencha shi.,bu tai xihuan
zh,25,0,yonghu dui zhe ge xitong wu gan shencha shi.,wu gan
zh,25,1,yonghu xihuan zhe ge xitong shencha shi.,xihuan
zh,25,2,yonghu reai zhe ge xitong shencha shi.,reai
zh,26,-2,yishujia taoyan ni jintian.,taoyan
zh,26,-1,yishujia bu tai xihuan ni jintian.,bu tai xihuan
zh,26,0,yishujia dui ni wu gan jintian.,wu gan
zh,26,1,yishujia xihuan ni jintian.,xihuan
zh,26,2,yishujia reai ni jintian.,reai
zh,27,-2,laoshi taoyan ni huiyi hou.,taoyan
zh,27,-1,laoshi bu tai xihuan ni huiyi hou.,bu tai xihuan
zh,27,0,laoshi dui ni wu gan huiyi hou.,wu gan
zh,27,1,laoshi xihuan ni huiyi hou.,xihuan
zh,27,2,laoshi reai ni huiyi hou.,reai
zh,28,-2,pinglun zhe taoyan zhe bu dianying huiyi hou.,taoyan
zh,28,-1,pinglun zhe bu tai xihuan zhe bu dianying huiyi hou.,bu tai xihuan
zh,28,0,pinglun zhe dui zhe bu dianying wu gan huiyi hou.,wu gan
zh,28,1,pinglun zhe xihuan zhe bu dianying huiyi hou.,xihuan
zh,28,2,pinglun zhe reai zhe bu dianying huiyi hou.,reai
zh,29,-2,laoshi taoyan zhe ge xitong shencha shi.,taoyan
zh,29,-1,laoshi bu tai xihuan zhe ge xitong shencha shi.,bu tai xihuan
zh,29,0,laoshi dui zhe ge xitong wu gan shencha shi.,wu gan
zh,29,1,laoshi xihuan zhe ge xitong shencha shi.,xihuan
zh,29,2,laoshi reai zhe ge xitong shencha shi.,reai
zh,30,-2,wo taoyan zhe shou ge jintian.,taoyan
zh,30,-1,wo bu tai xihuan zhe shou ge jintian.,bu tai xihuan
zh,30,0,wo dui zhe shou ge wu gan jintian.,wu gan
zh,30,1,wo xihuan zhe shou ge jintian.,xihuan
zh,30,2,wo reai zhe shou ge jintian.,reai
zh,31,-2,ta taoyan zhe bu dianying sixiadi.,taoyan
zh,31,-1,ta bu tai xihuan zhe bu dianying sixiadi.,bu tai xihuan
zh,31,0,ta dui zhe bu dianying wu gan sixiadi.,wu gan
zh,31,1,ta xihuan zhe bu dianying sixiadi.,xihuan
zh,31,2,ta reai zhe bu dianying sixiadi.,reai
zh,32,-2,wo taoyan zhe ge sheji zuihou.,taoyan
zh,32,-1,wo bu tai xihuan zhe ge sheji zuihou.,bu tai xihuan
zh,32,0,wo dui zhe ge sheji wu gan zuihou.,wu gan
zh,32,1,wo xihuan zhe ge sheji zuihou.,xihuan
zh,32,2,wo reai zhe ge sheji zuihou.,reai
zh,33,-2,yanjiu zhe taoyan zhe ge xitong zuihou.,taoyan
zh,33,-1,yanjiu zhe bu tai xihuan zhe ge xitong zuihou.,bu tai xihuan
zh,33,0,yanjiu zhe dui zhe ge xitong wu gan zuihou.,wu gan
zh,33,1,yanjiu zhe xihuan zhe ge xitong zuihou.,xihuan
zh,33,2,yanjiu zhe reai zhe ge xitong zuihou.,reai
zh,34,-2,yonghu taoyan zhe bu dianying jintian.,taoyan
zh,34,-1,yonghu bu tai xihuan zhe bu dianying jintian.,bu tai xihuan
zh,34,0,yonghu dui zhe bu dianying wu gan jintian.,wu gan
zh,34,1,yonghu xihuan zhe bu dianying jintian.,xihuan
zh,34,2,yonghu reai zhe bu dianying jintian.,reai
zh,35,-2,yanjiu zhe taoyan zhe ge sheji sixiadi.,taoyan
zh,35,-1,yanjiu zhe bu tai xihuan zhe ge sheji sixiadi.,bu tai xihuan
zh,35,0,yanjiu zhe dui zhe ge sheji wu gan sixiadi.,wu gan
zh,35,1,yanjiu zhe xihuan zhe ge sheji sixiadi.,xihuan
zh,35,2,yanjiu zhe reai zhe ge sheji sixiadi.,reai
zh,36,-2,laoshi taoyan zhe zuo chengshi sixiadi.,taoyan
zh,36,-1,laoshi bu tai xihuan zhe zuo chengshi sixiadi.,bu tai xihuan
zh,36,0,laoshi dui zhe zuo chengshi wu gan sixiadi.,wu gan
zh,36,1,laoshi xihuan zhe zuo chengshi sixiadi.,xihuan
zh,36,2,laoshi reai zhe zuo chengshi sixiadi.,reai
zh,37,-2,wo taoyan zhe shou ge sixiadi.,taoyan
zh,37,-1,wo bu tai xihuan zhe shou ge sixiadi.,bu tai xihuan
zh,37,0,wo dui zhe shou ge wu gan sixiadi.,wu gan
zh,37,1,wo xihuan zhe shou ge sixiadi.,xihuan
zh,37,2,wo reai zhe shou ge sixiadi.,reai
zh,38,-2,yonghu taoyan zhe ge xiangfa zuihou.,taoyan
zh,38,-1,yonghu bu tai xihuan zhe ge xiangfa zuihou.,bu tai xihuan
zh,38,0,yonghu dui zhe ge xiangfa wu gan zuihou.,wu gan
zh,38,1,yonghu xihuan zhe ge xiangfa zuihou.,xihuan
zh,38,2,yonghu reai zhe ge xiangfa zuihou.,reai
zh,39,-2,linju taoyan zhe ge xiangfa jintian.,taoyan
zh,39,-1,linju bu tai xihuan zhe ge xiangfa jintian.,bu tai xihuan
zh,39,0,linju dui zhe ge xiangfa wu gan jintian.,wu gan
zh,39,1,linju xihuan zhe ge xiangfa jintian.,xihuan
zh,39,2,linju reai zhe ge xiangfa jintian.,reai
