model,base_id,class,source,target,delta_norm
distilgpt2,147,negation,The designer prepared a short story.,The designer did not prepare a short story.,10.98657512664795
distilgpt2,147,question,The designer prepared a short story.,Did the designer prepare a short story?,6.118773460388184
distilgpt2,147,past_to_future,The designer prepared a short story.,The designer will prepare a short story.,7.419790744781494
distilgpt2,147,certainty_to_uncertainty,The designer prepared a short story.,The designer may have prepared a short story.,11.624028205871582
distilgpt2,147,active_to_passive,The designer prepared a short story.,A short story was prepared by the designer.,10.429847717285156
distilgpt2,147,formalization,The designer prepared a short story.,It is true that the designer prepared a short story.,14.113787651062012
distilgpt2,148,negation,The doctor solved the client.,The doctor did not solve the client.,10.501974105834961
distilgpt2,148,question,The doctor solved the client.,Did the doctor solve the client?,5.260087490081787
distilgpt2,148,past_to_future,The doctor solved the client.,The doctor will solve the client.,8.876090049743652
distilgpt2,148,certainty_to_uncertainty,The doctor solved the client.,The doctor may have solved the client.,10.980899810791016
distilgpt2,148,active_to_passive,The doctor solved the client.,The client was solved by the doctor.,12.26070499420166
distilgpt2,148,formalization,The doctor solved the client.,It is true that the doctor solved the client.,16.489774703979492
distilgpt2,149,negation,The nurse controlled the decision.,The nurse did not control the decision.,14.560354232788086
distilgpt2,149,question,The nurse controlled the decision.,Did the nurse control the decision?,11.812559127807617
distilgpt2,149,past_to_future,The nurse controlled the decision.,The nurse will control the decision.,14.967050552368164
distilgpt2,149,certainty_to_uncertainty,The nurse controlled the decision.,The nurse may have controlled the decision.,13.23958683013916
distilgpt2,149,active_to_passive,The nurse controlled the decision.,The decision was controlled by the nurse.,8.783092498779297
distilgpt2,149,formalization,The nurse controlled the decision.,It is true that the nurse controlled the decision.,19.661304473876953
distilgpt2,150,negation,The journalist found the family.,The journalist did not find the family.,12.132023811340332
distilgpt2,150,question,The journalist found the family.,Did the journalist find the family?,8.414668083190918
distilgpt2,150,past_to_future,The journalist found the family.,The journalist will find the family.,9.283188819885254
distilgpt2,150,certainty_to_uncertainty,The journalist found the family.,The journalist may have found the family.,9.938789367675781
distilgpt2,150,active_to_passive,The journalist found the family.,The family was found by the journalist.,11.919292449951172
distilgpt2,150,formalization,The journalist found the family.,It is true that the journalist found the family.,14.030311584472656
distilgpt2,151,negation,The engineer created the rule.,The engineer did not create the rule.,11.819608688354492
distilgpt2,151,question,The engineer created the rule.,Did the engineer create the rule?,8.196455001831055
distilgpt2,151,past_to_future,The engineer created the rule.,The engineer will create the rule.,8.708489418029785
distilgpt2,151,certainty_to_uncertainty,The engineer created the rule.,The engineer may have created the rule.,12.56535816192627
distilgpt2,151,active_to_passive,The engineer created the rule.,The rule was created by the engineer.,21.410343170166016
distilgpt2,151,formalization,The engineer created the rule.,It is true that the engineer created the rule.,17.0706844329834
distilgpt2,152,negation,The nurse explained the family.,The nurse did not explain the family.,13.731311798095703
distilgpt2,152,question,The nurse explained the family.,Did the nurse explain the family?,10.275336265563965
distilgpt2,152,past_to_future,The nurse explained the family.,The nurse will explain the family.,10.283714294433594
distilgpt2,152,certainty_to_uncertainty,The nurse explained the family.,The nurse may have explained the family.,11.256895065307617
distilgpt2,152,active_to_passive,The nurse explained the family.,The family was explained by the nurse.,10.75969409942627
distilgpt2,152,formalization,The nurse explained the family.,It is true that the nurse explained the family.,18.125064849853516
distilgpt2,153,negation,The designer improved the problem.,The designer did not improve the problem.,14.20719051361084
distilgpt2,153,question,The designer improved the problem.,Did the designer improve the problem?,8.075660705566406
distilgpt2,153,past_to_future,The designer improved the problem.,The designer will improve the problem.,9.289095878601074
distilgpt2,153,certainty_to_uncertainty,The designer improved the problem.,The designer may have improved the problem.,13.292129516601562
distilgpt2,153,active_to_passive,The designer improved the problem.,The problem was improved by the designer.,9.042844772338867
distilgpt2,153,formalization,The designer improved the problem.,It is true that the designer improved the problem.,18.219379425048828
distilgpt2,154,negation,The artist designed the system.,The artist did not design the system.,14.85746955871582
distilgpt2,154,question,The artist designed the system.,Did the artist design the system?,10.951634407043457
distilgpt2,154,past_to_future,The artist designed the system.,The artist will design the system.,9.705829620361328
distilgpt2,154,certainty_to_uncertainty,The artist designed the system.,The artist may have designed the system.,12.686538696289062
distilgpt2,154,active_to_passive,The artist designed the system.,The system was designed by the artist.,8.918100357055664
distilgpt2,154,formalization,The artist designed the system.,It is true that the artist designed the system.,18.94709587097168
distilgpt2,155,negation,The student wrote a complex machine.,The student did not write a complex machine.,10.310403823852539
distilgpt2,155,question,The student wrote a complex machine.,Did the student write a complex machine?,7.468184471130371
distilgpt2,155,past_to_future,The student wrote a complex machine.,The student will write a complex machine.,10.869613647460938
distilgpt2,155,certainty_to_uncertainty,The student wrote a complex machine.,The student may have wrote a complex machine.,14.048123359680176
distilgpt2,155,active_to_passive,The student wrote a complex machine.,A complex machine was wrote by the student.,8.648208618164062
distilgpt2,155,formalization,The student wrote a complex machine.,It is true that the student wrote a complex machine.,15.112832069396973
distilgpt2,156,negation,The pilot solved the question.,The pilot did not solve the question.,7.277989387512207
distilgpt2,156,question,The pilot solved the question.,Did the pilot solve the question?,4.982480049133301
distilgpt2,156,past_to_future,The pilot solved the question.,The pilot will solve the question.,5.324309349060059
distilgpt2,156,certainty_to_uncertainty,The pilot solved the question.,The pilot may have solved the question.,7.830667972564697
distilgpt2,156,active_to_passive,The pilot solved the question.,The question was solved by the pilot.,6.65172004699707
distilgpt2,156,formalization,The pilot solved the question.,It is true that the pilot solved the question.,12.60639762878418
distilgpt2,157,negation,The student solved the client.,The student did not solve the client.,9.48684024810791
distilgpt2,157,question,The student solved the client.,Did the student solve the client?,5.282292366027832
distilgpt2,157,past_to_future,The student solved the client.,The student will solve the client.,8.347537994384766
distilgpt2,157,certainty_to_uncertainty,The student solved the client.,The student may have solved the client.,10.5160551071167
distilgpt2,157,active_to_passive,The student solved the client.,The client was solved by the student.,10.735288619995117
distilgpt2,157,formalization,The student solved the client.,It is true that the student solved the client.,14.483911514282227
distilgpt2,158,negation,The doctor approved the interface.,The doctor did not approve the interface.,8.745018005371094
distilgpt2,158,question,The doctor approved the interface.,Did the doctor approve the interface?,4.221883773803711
distilgpt2,158,past_to_future,The doctor approved the interface.,The doctor will approve the interface.,8.505829811096191
distilgpt2,158,certainty_to_uncertainty,The doctor approved the interface.,The doctor may have approved the interface.,11.495315551757812
distilgpt2,158,active_to_passive,The doctor approved the interface.,The interface was approved by the doctor.,15.865429878234863
distilgpt2,158,formalization,The doctor approved the interface.,It is true that the doctor approved the interface.,16.278064727783203
distilgpt2,159,negation,The child improved the problem.,The child did not improve the problem.,7.979966640472412
distilgpt2,159,question,The child improved the problem.,Did the child improve the problem?,4.169154167175293
distilgpt2,159,past_to_future,The child improved the problem.,The child will improve the problem.,7.086972713470459
distilgpt2,159,certainty_to_uncertainty,The child improved the problem.,The child may have improved the problem.,9.14939022064209
distilgpt2,159,active_to_passive,The child improved the problem.,The problem was improved by the child.,9.523313522338867
distilgpt2,159,formalization,The child improved the problem.,It is true that the child improved the problem.,14.006324768066406
distilgpt2,160,negation,The analyst analyzed the family.,The analyst did not analyze the family.,11.221342086791992
distilgpt2,160,question,The analyst analyzed the family.,Did the analyst analyze the family?,8.507760047912598
distilgpt2,160,past_to_future,The analyst analyzed the family.,The analyst will analyze the family.,7.635971546173096
distilgpt2,160,certainty_to_uncertainty,The analyst analyzed the family.,The analyst may have analyzed the family.,10.561171531677246
distilgpt2,160,active_to_passive,The analyst analyzed the family.,The family was analyzed by the analyst.,12.587395668029785
distilgpt2,160,formalization,The analyst analyzed the family.,It is true that the analyst analyzed the family.,15.093565940856934
distilgpt2,161,negation,The doctor studied a beautiful painting.,The doctor did not study a beautiful painting.,7.736401557922363
distilgpt2,161,question,The doctor studied a beautiful painting.,Did the doctor study a beautiful painting?,5.348958492279053
distilgpt2,161,past_to_future,The doctor studied a beautiful painting.,The doctor will study a beautiful painting.,7.544458389282227
distilgpt2,161,certainty_to_uncertainty,The doctor studied a beautiful painting.,The doctor may have studied a beautiful painting.,8.560039520263672
distilgpt2,161,active_to_passive,The doctor studied a beautiful painting.,A beautiful painting was studied by the doctor.,8.60858154296875
distilgpt2,161,formalization,The doctor studied a beautiful painting.,It is true that the doctor studied a beautiful painting.,10.024836540222168
distilgpt2,162,negation,The designer discovered a short story.,The designer did not discover a short story.,10.117927551269531
distilgpt2,162,question,The designer discovered a short story.,Did the designer discover a short story?,6.065698623657227
distilgpt2,162,past_to_future,The designer discovered a short story.,The designer will discover a short story.,9.104170799255371
distilgpt2,162,certainty_to_uncertainty,The designer discovered a short story.,The designer may have discovered a short story.,7.468594074249268
distilgpt2,162,active_to_passive,The designer discovered a short story.,A short story was discovered by the designer.,9.02611255645752
distilgpt2,162,formalization,The designer discovered a short story.,It is true that the designer discovered a short story.,12.965875625610352
distilgpt2,163,negation,The analyst prepared a short story.,The analyst did not prepare a short story.,10.923728942871094
distilgpt2,163,question,The analyst prepared a short story.,Did the analyst prepare a short story?,7.57781982421875
distilgpt2,163,past_to_future,The analyst prepared a short story.,The analyst will prepare a short story.,10.010510444641113
distilgpt2,163,certainty_to_uncertainty,The analyst prepared a short story.,The analyst may have prepared a short story.,14.41061019897461
distilgpt2,163,active_to_passive,The analyst prepared a short story.,A short story was prepared by the analyst.,11.891701698303223
distilgpt2,163,formalization,The analyst prepared a short story.,It is true that the analyst prepared a short story.,14.131203651428223
distilgpt2,164,negation,The engineer controlled a new principle.,The engineer did not control a new principle.,10.129180908203125
distilgpt2,164,question,The engineer controlled a new principle.,Did the engineer control a new principle?,6.692265510559082
distilgpt2,164,past_to_future,The engineer controlled a new principle.,The engineer will control a new principle.,8.175641059875488
distilgpt2,164,certainty_to_uncertainty,The engineer controlled a new principle.,The engineer may have controlled a new principle.,10.374077796936035
distilgpt2,164,active_to_passive,The engineer controlled a new principle.,A new principle was controlled by the engineer.,7.104647636413574
distilgpt2,164,formalization,The engineer controlled a new principle.,It is true that the engineer controlled a new principle.,13.945494651794434
distilgpt2,165,negation,The farmer approved a black cat.,The farmer did not approve a black cat.,9.334986686706543
distilgpt2,165,question,The farmer approved a black cat.,Did the farmer approve a black cat?,5.903802394866943
distilgpt2,165,past_to_future,The farmer approved a black cat.,The farmer will approve a black cat.,6.387290000915527
distilgpt2,165,certainty_to_uncertainty,The farmer approved a black cat.,The farmer may have approved a black cat.,7.670103549957275
distilgpt2,165,active_to_passive,The farmer approved a black cat.,A black cat was approved by the farmer.,11.151366233825684
distilgpt2,165,formalization,The farmer approved a black cat.,It is true that the farmer approved a black cat.,13.482651710510254
distilgpt2,166,negation,The musician discovered the system.,The musician did not discover the system.,8.606525421142578
distilgpt2,166,question,The musician discovered the system.,Did the musician discover the system?,4.573544502258301
distilgpt2,166,past_to_future,The musician discovered the system.,The musician will discover the system.,7.188168048858643
distilgpt2,166,certainty_to_uncertainty,The musician discovered the system.,The musician may have discovered the system.,7.801114082336426
distilgpt2,166,active_to_passive,The musician discovered the system.,The system was discovered by the musician.,9.901291847229004
distilgpt2,166,formalization,The musician discovered the system.,It is true that the musician discovered the system.,12.803839683532715
distilgpt2,167,negation,The child helped the client.,The child did not help the client.,8.409625053405762
distilgpt2,167,question,The child helped the client.,Did the child help the client?,7.271627902984619
distilgpt2,167,past_to_future,The child helped the client.,The child will help the client.,10.765673637390137
distilgpt2,167,certainty_to_uncertainty,The child helped the client.,The child may have helped the client.,10.043399810791016
distilgpt2,167,active_to_passive,The child helped the client.,The client was helped by the child.,8.675459861755371
distilgpt2,167,formalization,The child helped the client.,It is true that the child helped the client.,16.58273696899414
distilgpt2,168,negation,The chef defended the client.,The chef did not defend the client.,14.243237495422363
distilgpt2,168,question,The chef defended the client.,Did the chef defend the client?,14.203103065490723
distilgpt2,168,past_to_future,The chef defended the client.,The chef will defend the client.,14.746615409851074
distilgpt2,168,certainty_to_uncertainty,The chef defended the client.,The chef may have defended the client.,9.21985149383545
distilgpt2,168,active_to_passive,The chef defended the client.,The client was defended by the chef.,16.799585342407227
distilgpt2,168,formalization,The chef defended the client.,It is true that the chef defended the client.,19.79283332824707
distilgpt2,169,negation,The pilot tested the aircraft.,The pilot did not test the aircraft.,8.120036125183105
distilgpt2,169,question,The pilot tested the aircraft.,Did the pilot test the aircraft?,9.613386154174805
distilgpt2,169,past_to_future,The pilot tested the aircraft.,The pilot will test the aircraft.,6.385590553283691
distilgpt2,169,certainty_to_uncertainty,The pilot tested the aircraft.,The pilot may have tested the aircraft.,7.6060285568237305
distilgpt2,169,active_to_passive,The pilot tested the aircraft.,The aircraft was tested by the pilot.,9.4279146194458
distilgpt2,169,formalization,The pilot tested the aircraft.,It is true that the pilot tested the aircraft.,10.64065933227539
distilgpt2,170,negation,The teacher discovered the data.,The teacher did not discover the data.,9.517205238342285
distilgpt2,170,question,The teacher discovered the data.,Did the teacher discover the data?,7.639229774475098
distilgpt2,170,past_to_future,The teacher discovered the data.,The teacher will discover the data.,11.571779251098633
distilgpt2,170,certainty_to_uncertainty,The teacher discovered the data.,The teacher may have discovered the data.,8.901007652282715
distilgpt2,170,active_to_passive,The teacher discovered the data.,The data was discovered by the teacher.,16.699148178100586
distilgpt2,170,formalization,The teacher discovered the data.,It is true that the teacher discovered the data.,14.645378112792969
distilgpt2,171,negation,The teacher grew a new principle.,The teacher did not grow a new principle.,9.631686210632324
distilgpt2,171,question,The teacher grew a new principle.,Did the teacher grow a new principle?,6.37999153137207
distilgpt2,171,past_to_future,The teacher grew a new principle.,The teacher will grow a new principle.,11.050320625305176
distilgpt2,171,certainty_to_uncertainty,The teacher grew a new principle.,The teacher may have grew a new principle.,9.029356002807617
distilgpt2,171,active_to_passive,The teacher grew a new principle.,A new principle was grew by the teacher.,8.944689750671387
distilgpt2,171,formalization,The teacher grew a new principle.,It is true that the teacher grew a new principle.,13.482421875
distilgpt2,172,negation,The student designed the question.,The student did not design the question.,12.844212532043457
distilgpt2,172,question,The student designed the question.,Did the student design the question?,11.512699127197266
distilgpt2,172,past_to_future,The student designed the question.,The student will design the question.,8.831718444824219
distilgpt2,172,certainty_to_uncertainty,The student designed the question.,The student may have designed the question.,14.258760452270508
distilgpt2,172,active_to_passive,The student designed the question.,The question was designed by the student.,13.532715797424316
distilgpt2,172,formalization,The student designed the question.,It is true that the student designed the question.,17.816864013671875
distilgpt2,173,negation,The doctor discovered the rule.,The doctor did not discover the rule.,12.552539825439453
distilgpt2,173,question,The doctor discovered the rule.,Did the doctor discover the rule?,7.238467216491699
distilgpt2,173,past_to_future,The doctor discovered the rule.,The doctor will discover the rule.,10.928719520568848
distilgpt2,173,certainty_to_uncertainty,The doctor discovered the rule.,The doctor may have discovered the rule.,10.14186954498291
distilgpt2,173,active_to_passive,The doctor discovered the rule.,The rule was discovered by the doctor.,22.46343421936035
distilgpt2,173,formalization,The doctor discovered the rule.,It is true that the doctor discovered the rule.,16.830209732055664
distilgpt2,174,negation,The journalist tested the decision.,The journalist did not test the decision.,8.888055801391602
distilgpt2,174,question,The journalist tested the decision.,Did the journalist test the decision?,5.609057903289795
distilgpt2,174,past_to_future,The journalist tested the decision.,The journalist will test the decision.,6.108095169067383
distilgpt2,174,certainty_to_uncertainty,The journalist tested the decision.,The journalist may have tested the decision.,9.003562927246094
distilgpt2,174,active_to_passive,The journalist tested the decision.,The decision was tested by the journalist.,9.44585132598877
distilgpt2,174,formalization,The journalist tested the decision.,It is true that the journalist tested the decision.,11.861563682556152
distilgpt2,175,negation,The musician designed a complex machine.,The musician did not design a complex machine.,13.179539680480957
distilgpt2,175,question,The musician designed a complex machine.,Did the musician design a complex machine?,8.896956443786621
distilgpt2,175,past_to_future,The musician designed a complex machine.,The musician will design a complex machine.,7.34430456161499
distilgpt2,175,certainty_to_uncertainty,The musician designed a complex machine.,The musician may have designed a complex machine.,10.661971092224121
distilgpt2,175,active_to_passive,The musician designed a complex machine.,A complex machine was designed by the musician.,8.369619369506836
distilgpt2,175,formalization,The musician designed a complex machine.,It is true that the musician designed a complex machine.,14.988685607910156
distilgpt2,176,negation,The engineer helped the meal.,The engineer did not help the meal.,11.176614761352539
distilgpt2,176,question,The engineer helped the meal.,Did the engineer help the meal?,8.858259201049805
distilgpt2,176,past_to_future,The engineer helped the meal.,The engineer will help the meal.,9.965055465698242
distilgpt2,176,certainty_to_uncertainty,The engineer helped the meal.,The engineer may have helped the meal.,10.694287300109863
distilgpt2,176,active_to_passive,The engineer helped the meal.,The meal was helped by the engineer.,10.149484634399414
distilgpt2,176,formalization,The engineer helped the meal.,It is true that the engineer helped the meal.,19.664743423461914
distilgpt2,177,negation,The child defended the garden.,The child did not defend the garden.,9.586353302001953
distilgpt2,177,question,The child defended the garden.,Did the child defend the garden?,6.435397624969482
distilgpt2,177,past_to_future,The child defended the garden.,The child will defend the garden.,11.02624797821045
distilgpt2,177,certainty_to_uncertainty,The child defended the garden.,The child may have defended the garden.,10.618207931518555
distilgpt2,177,active_to_passive,The child defended the garden.,The garden was defended by the child.,10.058438301086426
distilgpt2,177,formalization,The child defended the garden.,It is true that the child defended the garden.,16.96424674987793
distilgpt2,178,negation,The designer analyzed the rule.,The designer did not analyze the rule.,9.960172653198242
distilgpt2,178,question,The designer analyzed the rule.,Did the designer analyze the rule?,5.754500389099121
distilgpt2,178,past_to_future,The designer analyzed the rule.,The designer will analyze the rule.,6.26904821395874
distilgpt2,178,certainty_to_uncertainty,The designer analyzed the rule.,The designer may have analyzed the rule.,9.201478958129883
distilgpt2,178,active_to_passive,The designer analyzed the rule.,The rule was analyzed by the designer.,11.34737777709961
distilgpt2,178,formalization,The designer analyzed the rule.,It is true that the designer analyzed the rule.,14.08254337310791
distilgpt2,179,negation,The writer designed the problem.,The writer did not design the problem.,12.14676570892334
distilgpt2,179,question,The writer designed the problem.,Did the writer design the problem?,10.045802116394043
distilgpt2,179,past_to_future,The writer designed the problem.,The writer will design the problem.,10.307367324829102
distilgpt2,179,certainty_to_uncertainty,The writer designed the problem.,The writer may have designed the problem.,10.155028343200684
distilgpt2,179,active_to_passive,The writer designed the problem.,The problem was designed by the writer.,8.118265151977539
distilgpt2,179,formalization,The writer designed the problem.,It is true that the writer designed the problem.,18.345243453979492
distilgpt2,180,negation,The teacher analyzed the family.,The teacher did not analyze the family.,9.891775131225586
distilgpt2,180,question,The teacher analyzed the family.,Did the teacher analyze the family?,6.908687591552734
distilgpt2,180,past_to_future,The teacher analyzed the family.,The teacher will analyze the family.,7.6361165046691895
distilgpt2,180,certainty_to_uncertainty,The teacher analyzed the family.,The teacher may have analyzed the family.,8.176322937011719
distilgpt2,180,active_to_passive,The teacher analyzed the family.,The family was analyzed by the teacher.,10.571025848388672
distilgpt2,180,formalization,The teacher analyzed the family.,It is true that the teacher analyzed the family.,13.591135025024414
distilgpt2,181,negation,The chef explained the aircraft.,The chef did not explain the aircraft.,14.996150970458984
distilgpt2,181,question,The chef explained the aircraft.,Did the chef explain the aircraft?,12.684627532958984
distilgpt2,181,past_to_future,The chef explained the aircraft.,The chef will explain the aircraft.,12.360133171081543
distilgpt2,181,certainty_to_uncertainty,The chef explained the aircraft.,The chef may have explained the aircraft.,10.736786842346191
distilgpt2,181,active_to_passive,The chef explained the aircraft.,The aircraft was explained by the chef.,10.95498275756836
distilgpt2,181,formalization,The chef explained the aircraft.,It is true that the chef explained the aircraft.,20.001041412353516
distilgpt2,182,negation,The analyst controlled the event.,The analyst did not control the event.,17.01354217529297
distilgpt2,182,question,The analyst controlled the event.,Did the analyst control the event?,16.885513305664062
distilgpt2,182,past_to_future,The analyst controlled the event.,The analyst will control the event.,17.86290740966797
distilgpt2,182,certainty_to_uncertainty,The analyst controlled the event.,The analyst may have controlled the event.,21.10433006286621
distilgpt2,182,active_to_passive,The analyst controlled the event.,The event was controlled by the analyst.,7.987301826477051
distilgpt2,182,formalization,The analyst controlled the event.,It is true that the analyst controlled the event.,22.948978424072266
distilgpt2,183,negation,The journalist designed the interface.,The journalist did not design the interface.,13.600005149841309
distilgpt2,183,question,The journalist designed the interface.,Did the journalist design the interface?,8.43509578704834
distilgpt2,183,past_to_future,The journalist designed the interface.,The journalist will design the interface.,11.119841575622559
distilgpt2,183,certainty_to_uncertainty,The journalist designed the interface.,The journalist may have designed the interface.,12.538004875183105
distilgpt2,183,active_to_passive,The journalist designed the interface.,The interface was designed by the journalist.,8.56466293334961
distilgpt2,183,formalization,The journalist designed the interface.,It is true that the journalist designed the interface.,12.801936149597168
distilgpt2,184,negation,The doctor defended the question.,The doctor did not defend the question.,12.61423110961914
distilgpt2,184,question,The doctor defended the question.,Did the doctor defend the question?,10.891805648803711
distilgpt2,184,past_to_future,The doctor defended the question.,The doctor will defend the question.,13.2174711227417
distilgpt2,184,certainty_to_uncertainty,The doctor defended the question.,The doctor may have defended the question.,14.552549362182617
distilgpt2,184,active_to_passive,The doctor defended the question.,The question was defended by the doctor.,14.627847671508789
distilgpt2,184,formalization,The doctor defended the question.,It is true that the doctor defended the question.,20.086280822753906
distilgpt2,185,negation,The teacher prepared a sad melody.,The teacher did not prepare a sad melody.,8.25302791595459
distilgpt2,185,question,The teacher prepared a sad melody.,Did the teacher prepare a sad melody?,5.530113697052002
distilgpt2,185,past_to_future,The teacher prepared a sad melody.,The teacher will prepare a sad melody.,8.32633113861084
distilgpt2,185,certainty_to_uncertainty,The teacher prepared a sad melody.,The teacher may have prepared a sad melody.,11.271458625793457
distilgpt2,185,active_to_passive,The teacher prepared a sad melody.,A sad melody was prepared by the teacher.,10.144858360290527
distilgpt2,185,formalization,The teacher prepared a sad melody.,It is true that the teacher prepared a sad melody.,13.10944938659668
distilgpt2,186,negation,The farmer grew a sad melody.,The farmer did not grow a sad melody.,10.067790985107422
distilgpt2,186,question,The farmer grew a sad melody.,Did the farmer grow a sad melody?,5.2815093994140625
distilgpt2,186,past_to_future,The farmer grew a sad melody.,The farmer will grow a sad melody.,7.9355363845825195
distilgpt2,186,certainty_to_uncertainty,The farmer grew a sad melody.,The farmer may have grew a sad melody.,8.373942375183105
distilgpt2,186,active_to_passive,The farmer grew a sad melody.,A sad melody was grew by the farmer.,7.465162754058838
distilgpt2,186,formalization,The farmer grew a sad melody.,It is true that the farmer grew a sad melody.,12.417937278747559
distilgpt2,187,negation,The student improved a new principle.,The student did not improve a new principle.,6.7103962898254395
distilgpt2,187,question,The student improved a new principle.,Did the student improve a new principle?,5.2288594245910645
distilgpt2,187,past_to_future,The student improved a new principle.,The student will improve a new principle.,5.093994140625
distilgpt2,187,certainty_to_uncertainty,The student improved a new principle.,The student may have improved a new principle.,7.497072219848633
distilgpt2,187,active_to_passive,The student improved a new principle.,A new principle was improved by the student.,9.312331199645996
distilgpt2,187,formalization,The student improved a new principle.,It is true that the student improved a new principle.,11.803730964660645
distilgpt2,188,negation,The pilot wrote the patient.,The pilot did not write the patient.,10.233016014099121
distilgpt2,188,question,The pilot wrote the patient.,Did the pilot write the patient?,6.128146648406982
distilgpt2,188,past_to_future,The pilot wrote the patient.,The pilot will write the patient.,8.321444511413574
distilgpt2,188,certainty_to_uncertainty,The pilot wrote the patient.,The pilot may have wrote the patient.,9.69741439819336
distilgpt2,188,active_to_passive,The pilot wrote the patient.,The patient was wrote by the pilot.,6.768673419952393
distilgpt2,188,formalization,The pilot wrote the patient.,It is true that the pilot wrote the patient.,13.346381187438965
distilgpt2,189,negation,The journalist grew the aircraft.,The journalist did not grow the aircraft.,9.067768096923828
distilgpt2,189,question,The journalist grew the aircraft.,Did the journalist grow the aircraft?,6.400084972381592
distilgpt2,189,past_to_future,The journalist grew the aircraft.,The journalist will grow the aircraft.,9.127305030822754
distilgpt2,189,certainty_to_uncertainty,The journalist grew the aircraft.,The journalist may have grew the aircraft.,9.422499656677246
distilgpt2,189,active_to_passive,The journalist grew the aircraft.,The aircraft was grew by the journalist.,9.690945625305176
distilgpt2,189,formalization,The journalist grew the aircraft.,It is true that the journalist grew the aircraft.,13.680180549621582
distilgpt2,190,negation,The programmer grew a short story.,The programmer did not grow a short story.,11.673487663269043
distilgpt2,190,question,The programmer grew a short story.,Did the programmer grow a short story?,6.863617897033691
distilgpt2,190,past_to_future,The programmer grew a short story.,The programmer will grow a short story.,10.444122314453125
distilgpt2,190,certainty_to_uncertainty,The programmer grew a short story.,The programmer may have grew a short story.,11.062782287597656
distilgpt2,190,active_to_passive,The programmer grew a short story.,A short story was grew by the programmer.,8.317667961120605
distilgpt2,190,formalization,The programmer grew a short story.,It is true that the programmer grew a short story.,14.373888969421387
distilgpt2,191,negation,The researcher controlled the garden.,The researcher did not control the garden.,13.571900367736816
distilgpt2,191,question,The researcher controlled the garden.,Did the researcher control the garden?,11.343048095703125
distilgpt2,191,past_to_future,The researcher controlled the garden.,The researcher will control the garden.,14.06096363067627
distilgpt2,191,certainty_to_uncertainty,The researcher controlled the garden.,The researcher may have controlled the garden.,12.053439140319824
distilgpt2,191,active_to_passive,The researcher controlled the garden.,The garden was controlled by the researcher.,6.464907646179199
distilgpt2,191,formalization,The researcher controlled the garden.,It is true that the researcher controlled the garden.,17.01506805419922
distilgpt2,192,negation,The scientist designed the rule.,The scientist did not design the rule.,14.535343170166016
distilgpt2,192,question,The scientist designed the rule.,Did the scientist design the rule?,10.9741849899292
distilgpt2,192,past_to_future,The scientist designed the rule.,The scientist will design the rule.,10.625630378723145
distilgpt2,192,certainty_to_uncertainty,The scientist designed the rule.,The scientist may have designed the rule.,12.54694652557373
distilgpt2,192,active_to_passive,The scientist designed the rule.,The rule was designed by the scientist.,14.965513229370117
distilgpt2,192,formalization,The scientist designed the rule.,It is true that the scientist designed the rule.,19.814437866210938
distilgpt2,193,negation,The artist helped the interface.,The artist did not help the interface.,12.175263404846191
distilgpt2,193,question,The artist helped the interface.,Did the artist help the interface?,9.279247283935547
distilgpt2,193,past_to_future,The artist helped the interface.,The artist will help the interface.,8.334869384765625
distilgpt2,193,certainty_to_uncertainty,The artist helped the interface.,The artist may have helped the interface.,8.15417194366455
distilgpt2,193,active_to_passive,The artist helped the interface.,The interface was helped by the artist.,9.779623985290527
distilgpt2,193,formalization,The artist helped the interface.,It is true that the artist helped the interface.,18.61821746826172
distilgpt2,194,negation,The engineer approved the question.,The engineer did not approve the question.,8.739470481872559
distilgpt2,194,question,The engineer approved the question.,Did the engineer approve the question?,4.405637264251709
distilgpt2,194,past_to_future,The engineer approved the question.,The engineer will approve the question.,7.980275630950928
distilgpt2,194,certainty_to_uncertainty,The engineer approved the question.,The engineer may have approved the question.,10.928366661071777
distilgpt2,194,active_to_passive,The engineer approved the question.,The question was approved by the engineer.,14.060582160949707
distilgpt2,194,formalization,The engineer approved the question.,It is true that the engineer approved the question.,16.744977951049805
distilgpt2,195,negation,The chef grew the event.,The chef did not grow the event.,10.542348861694336
distilgpt2,195,question,The chef grew the event.,Did the chef grow the event?,8.178110122680664
distilgpt2,195,past_to_future,The chef grew the event.,The chef will grow the event.,10.02184772491455
distilgpt2,195,certainty_to_uncertainty,The chef grew the event.,The chef may have grew the event.,7.569331169128418
distilgpt2,195,active_to_passive,The chef grew the event.,The event was grew by the chef.,7.420711040496826
distilgpt2,195,formalization,The chef grew the event.,It is true that the chef grew the event.,15.888737678527832
distilgpt2,196,negation,The chef helped the aircraft.,The chef did not help the aircraft.,9.329057693481445
distilgpt2,196,question,The chef helped the aircraft.,Did the chef help the aircraft?,8.808755874633789
distilgpt2,196,past_to_future,The chef helped the aircraft.,The chef will help the aircraft.,9.214853286743164
distilgpt2,196,certainty_to_uncertainty,The chef helped the aircraft.,The chef may have helped the aircraft.,7.875616550445557
distilgpt2,196,active_to_passive,The chef helped the aircraft.,The aircraft was helped by the chef.,9.140619277954102
distilgpt2,196,formalization,The chef helped the aircraft.,It is true that the chef helped the aircraft.,16.752294540405273
distilgpt2,197,negation,The student wrote the interface.,The student did not write the interface.,13.503795623779297
