model,early_layer,late_layer,gain,op_a_name,op_a_suffix,op_b_name,op_b_suffix,source_set,source,prompt_style,control,generated,a_marker_hit,b_marker_hit,both_markers_hit,any_marker_hit,content_preserved,a_and_preserved,b_and_preserved,both_and_preserved,generated_chars
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The glass panel was replaced after the inspection.,same_sentence,b_only_late,"The glass panel was replaced after the inspection.
The glass panel was replaced after the inspection!
The glass panel was replaced after the",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,140.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The glass panel was replaced after the inspection.,same_sentence,a_plus_b_late,"The glass panel was replaced after the inspection.

The glass panel was replaced after the inspection?

The glass panel was",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,123.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The glass panel was replaced after the inspection.,same_sentence,a_then_b_layers,"The glass panel was replaced after the inspection.

The glass panel was replaced after the inspection?

The glass panel was",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,123.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The glass panel was replaced after the inspection.,same_sentence,b_then_a_layers,"The glass panel was replaced after the inspection.

The glass panel was replaced after the inspection?

The glass panel was",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,123.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The glass panel was replaced after the inspection.,same_sentence,random_sum_late,"The glass panel was replaced after the inspection.
The glass panel was replaced after the inspection.
The glass panel was replaced after the",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,140.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",repeat_sentence,none,"The script requested a token.
The script requested a token.
The script requested a token.
The script requested a token",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",repeat_sentence,a_only_late,"The script was not able to retrieve the token.

The token was not available?

The token was not available?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",repeat_sentence,b_only_late,"The script was unable to find the token.

The token was not found!

The token was not found!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,92.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",repeat_sentence,a_plus_b_late,"The script was not able to find the token.

The token is not the token?

The token is the token",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",repeat_sentence,a_then_b_layers,"The script was not a token.

The token is a token?

The token is a token?

The",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",repeat_sentence,b_then_a_layers,"The script was unable to find the token.

The token is not a token?

The token is a token?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",repeat_sentence,random_sum_late,"The password changed, the script requested a token.

The password changed, the script requested a token.

The password changed,",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",copy_sentence,none,"The script was unable to find the password.
Copy:
The script was unable to find the password.
Copy:
The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",copy_sentence,a_only_late,"The script was not able to retrieve the token.

The script was unable to retrieve the token?

The script was",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",copy_sentence,b_only_late,"The script was unable to find the password.
The script was unable to find the password!
The script was unable to find the",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,121.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",copy_sentence,a_plus_b_late,"The script was not able to see the token.

The token is not the token?

The token is the token",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",copy_sentence,a_then_b_layers,"The script was not a token.

The token is a token?

The token is a token?

The",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",copy_sentence,b_then_a_layers,"The script was not able to find the token.

The token is not the token?

The token is the token",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",copy_sentence,random_sum_late,"The password has been entered.

The password has been entered.

The password has been entered.

The password",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",same_sentence,none,"The script requested a token.
Same:
The script requested a token.
Same:
The script requested a token.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",same_sentence,a_only_late,"The script was not able to find the token.
Same:
The script was unable to find the token?
Same:",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",same_sentence,b_only_late,"The script was unable to find the password.
The script was unable to find the password!
The script was unable to find the",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,121.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",same_sentence,a_plus_b_late,"The script was not able to find the token.

The token is not the token?

The token is the token",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",same_sentence,a_then_b_layers,"The script was not able to find the token.

The token is not the token?

The token is the token",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",same_sentence,b_then_a_layers,"The script was not able to find the token.

The token is not the token?

The token is the token",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the password changed, the script requested a token.",same_sentence,random_sum_late,"The password changed, the script requested a token.
The script requested a token.
The script requested a token.
The script requested",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,132.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,repeat_sentence,none,"The survey included 512 participants in June.
The survey included 512 participants in June.
The survey included 512 participants in June.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,137.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,repeat_sentence,a_only_late,"The survey included 5,000 participants in June.

The survey included 1,000 participants in June?

The question",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,repeat_sentence,b_only_late,"The survey included 512 participants in June.
The survey included 512 participants in June!
The survey included 512 participants in June!",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,137.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,repeat_sentence,a_plus_b_late,"The survey included 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,repeat_sentence,a_then_b_layers,"The survey included 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,repeat_sentence,b_then_a_layers,"The survey included 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,repeat_sentence,random_sum_late,"The survey was conducted by the same name.
The survey was conducted by the same name.
The survey was conducted by the same name",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,copy_sentence,none,"The survey included 512 participants in June.
The survey included 5,000 people in June.
The survey included 1,000 people in",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,copy_sentence,a_only_late,"The survey included 512 participants in June.
The survey included 512 participants in June?
The question was ""What is the most important",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,136.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,copy_sentence,b_only_late,"The survey included 512 participants in June.
The survey included 512 participants in June!
The survey included 512 participants in June!",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,137.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,copy_sentence,a_plus_b_late,"The survey was conducted by the National Center for Health, the National Center for Health, the National Center for Health!!!!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,126.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,copy_sentence,a_then_b_layers,"The survey was conducted by the National Polling Center.

The question:

The question is:

The question",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,copy_sentence,b_then_a_layers,"The survey was conducted by the National Center for Health and Wellness.

The question was:

The question was:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,copy_sentence,random_sum_late,"The survey included 5,000 participants in June.
The survey included 1,000 participants in June.
The survey included 1,000",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,121.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,same_sentence,none,"The survey included 512 participants in June.
Same:
The survey included 512 participants in June.
Same:
The survey included",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,same_sentence,a_only_late,"The survey included 512 participants in June.
The survey included 512 participants in June?
The question:
The question:
The",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,123.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,same_sentence,b_only_late,"The survey included 512 participants in June.
The survey included 512 participants in June!
The survey included 512 participants in June!",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,137.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,same_sentence,a_plus_b_late,"The survey was conducted by the National Election Committee (NECC)

The question is:

The question is:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,same_sentence,a_then_b_layers,"The survey included 5,

The survey included 5,

The survey included 5!

The survey included 5!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,same_sentence,b_then_a_layers,"The survey included 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The survey included 512 participants in June.,same_sentence,random_sum_late,"Same:

Same:

Same:

Same:

The survey included a subject

The subject",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",repeat_sentence,none,"The alarm sounded again.
The alarm sounded again.
The alarm sounded again.
The alarm sounded again.
The alarm sounded",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",repeat_sentence,a_only_late,"The alarm sounded.

The system was locked.

The system was locked?

The system was locked?",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,90.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",repeat_sentence,b_only_late,"The alarm sounded again.
The alarm sounded again!
The alarm sounded again!
The alarm sounded again!
The alarm!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",repeat_sentence,a_plus_b_late,"The system was not able to hear the alarm.

The system was not able to hear the alarm?

The system",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",repeat_sentence,a_then_b_layers,"The system was not working.

The system was not working?

The system was not working?

The system",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",repeat_sentence,b_then_a_layers,"The system locked the door.

The system locked the door?

The system locked the door?

The system",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",repeat_sentence,random_sum_late,"The alarm sounded.
The alarm sounded.
The alarm sounded.
The alarm sounded.
The alarm sounded.
The alarm sounded",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",copy_sentence,none,"The alarm sounded.
Copy:
The door opened.
Copy:
The door closed.
Copy:
The door was",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",copy_sentence,a_only_late,"The alarm sounded.
The alarm?
The alarm?
The alarm?
The alarm?
The alarm?
The alarm",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",copy_sentence,b_only_late,"The alarm sounded.
The system locked the door!
The system locked the door!
The system locked the door!
The",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,106.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",copy_sentence,a_plus_b_late,"The alarm sounded.

The alarm?

The system was so loud!

The system was so loud!",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",copy_sentence,a_then_b_layers,"The alarm went off.

The system was not working!

The system is not working?

The system is",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,91.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",copy_sentence,b_then_a_layers,"The alarm sounded.

The alarm?

The system was not working?

The system was not working?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",copy_sentence,random_sum_late,"Copy this sentence:
Copy this sentence:
Copy this sentence:
Copy this sentence:
Copy this sentence:

Copy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",same_sentence,none,"The alarm was raised.
Same:
The alarm was raised again.
Same:
The alarm was raised again.
Same",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",same_sentence,a_only_late,"The alarm sounded.
The alarm?
The alarm?
The alarm?
The alarm?
The alarm?
The alarm",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",same_sentence,b_only_late,"The alarm went off.
The alarm went off!
The alarm went off!
The alarm went off!
The alarm went",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",same_sentence,a_plus_b_late,"The alarm sounded.

The alarm?

The alarm?

The alarm?

The alarm?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",same_sentence,a_then_b_layers,"The alarm sounded.

The system was not working!

The system is not working?

The system is not",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,94.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",same_sentence,b_then_a_layers,"The alarm sounded.

The alarm?

The system was not working?

The system was not working?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"After the alarm sounded, the system locked the door.",same_sentence,random_sum_late,"The alarm sounded.
The alarm sounded.
The alarm sounded.
The alarm sounded.
The alarm sounded.
The alarm sounded",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,repeat_sentence,none,"The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery 4 on Friday.
The painting was moved to",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,repeat_sentence,a_only_late,"The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery 4 on Friday?
The painting was moved to",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,repeat_sentence,b_only_late,"The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery 4 on Friday!
The painting was moved to",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,repeat_sentence,a_plus_b_late,"The painting was moved to Gallery 4 on Friday, and the gallery is not on the gallery?

The gallery is not on",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,108.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,repeat_sentence,a_then_b_layers,"The painting was moved to Gallery 4 on Friday.

The gallery is on the corner of the building!

The gallery",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,106.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,repeat_sentence,b_then_a_layers,"The painting was moved to Gallery 4 on Friday, and the gallery is now on the gallery?

The gallery is now on",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,108.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,repeat_sentence,random_sum_late,"The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,copy_sentence,none,"The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,copy_sentence,a_only_late,"The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery 4 on Friday?
The painting was moved to",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,copy_sentence,b_only_late,"The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery 4 on Friday!
The painting was moved to",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,copy_sentence,a_plus_b_late,"The painting was moved to Gallery 4 on the same day?

The gallery is not the gallery?

The gallery is",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,101.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,copy_sentence,a_then_b_layers,"The painting was moved to Gallery 4 on Friday, the gallery is on the time zone!

The gallery is on the time",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,107.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,copy_sentence,b_then_a_layers,"The painting was moved to Gallery 4 on the first time you asked.

The gallery is a place where you can't see",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,copy_sentence,random_sum_late,"The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,same_sentence,none,"The painting was moved to Gallery 4 on Friday.
Same:
The painting was moved to Gallery 4 on Friday.
Same:",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,same_sentence,a_only_late,"The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery 4 on Friday?
The painting was moved to",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,same_sentence,b_only_late,"The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery 4 on Friday!
The painting was moved to",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,same_sentence,a_plus_b_late,"The painting was moved to Gallery 4 on the same time?

The gallery is not the place to ask the question?",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,104.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,same_sentence,a_then_b_layers,"The painting was moved to Gallery 4 on Friday, the gallery is closed on the time!

The gallery is closed on the",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,111.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,same_sentence,b_then_a_layers,"The painting was moved to Gallery 4 on the same time?

The answer is no.

The answer is no!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The painting was moved to Gallery 4 on Friday.,same_sentence,random_sum_late,"The painting was moved to Gallery 4 on Friday.
The painting was moved to Gallery 4 on Friday.
The painting was moved to",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the network lagged, the call continued.",repeat_sentence,none,"The network lagged, but the call continued.
The network lagged, but the call continued.
The network lagged,",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,107.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the network lagged, the call continued.",repeat_sentence,a_only_late,"The network lagged.
The network lagged?
The network lagged?
The network lagged?
The network l",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the network lagged, the call continued.",repeat_sentence,b_only_late,"The network lagged, but the call continued.
The network lagged, but the call continued!
The network lagged,",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,107.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the network lagged, the call continued.",repeat_sentence,a_plus_b_late,"The network lagged.

The network lagged?

The network l!

The network l!",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,72.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the network lagged, the call continued.",repeat_sentence,a_then_b_layers,"The network lagged.

The network lagged?

The network l?

The network l?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the network lagged, the call continued.",repeat_sentence,b_then_a_layers,"The network lagged.

The network lagged?

The network lagged?

The network l!",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,77.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the network lagged, the call continued.",repeat_sentence,random_sum_late,"The network lags, the network lags,

The network lags,

The network lags,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the network lagged, the call continued.",copy_sentence,none,"The network lagged, but the call continued.
Copy:
The network lagged, but the call continued.
Copy:",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the network lagged, the call continued.",copy_sentence,a_only_late,"The network lagged.
The network lagged?
The network lagged?
The network lagged?
The network l",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Although the network lagged, the call continued.",copy_sentence,b_only_late,"The network lagged, but the call continued.
The network lagged, but the call continued!
The network lagged!",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,107.0
