model,layer,source_set,prompt_style,source,target,target_class,control,gain,vector_class,prompt,generated,content_preservation,question_and_preserved,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,3,out_of_template_freeform,repeat_sentence,The courier delivered the package.,,question,wrong_class,0.75,tense_shift,"Repeat this sentence:
The courier delivered the package.
Repeated:","The courier delivered the package.
The courier delivered the package.
The courier delivered the package.
The courier delivered the package.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
gpt2,3,out_of_template_freeform,repeat_sentence,The courier delivered the package.,,question,negative_target,0.75,question,"Repeat this sentence:
The courier delivered the package.
Repeated:","(repeated)

""The courier delivered the package.""

""The courier delivered the package.""

""The courier delivered",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
gpt2,3,out_of_template_freeform,copy_sentence,The courier delivered the package.,,question,none,0.0,,"Copy this sentence:
The courier delivered the package.
Copy:","The courier delivered the package.
The courier delivered the package.
The courier delivered the package.
The courier delivered the package.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
gpt2,3,out_of_template_freeform,copy_sentence,The courier delivered the package.,,question,target,0.75,question,"Copy this sentence:
The courier delivered the package.
Copy:","The courier delivered the package.
The courier delivered the package?
The courier delivered the package?
The courier delivered the package?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,139.0
gpt2,3,out_of_template_freeform,copy_sentence,The courier delivered the package.,,question,random_norm,0.75,random_norm,"Copy this sentence:
The courier delivered the package.
Copy:","The courier delivered the package.
The courier delivered the package.
The courier delivered the package.
The courier delivered the package.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
gpt2,3,out_of_template_freeform,copy_sentence,The courier delivered the package.,,question,wrong_class,0.75,modality,"Copy this sentence:
The courier delivered the package.
Copy:","The courier delivered the package.
The courier delivered the package.
The courier delivered the package.
The courier delivered the package.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
gpt2,3,out_of_template_freeform,copy_sentence,The courier delivered the package.,,question,negative_target,0.75,question,"Copy this sentence:
The courier delivered the package.
Copy:","The courier delivered the package.
The courier delivered the package.
The courier delivered the package.
The courier delivered the package.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
gpt2,3,out_of_template_freeform,same_sentence,The courier delivered the package.,,question,none,0.0,,"Same sentence:
The courier delivered the package.
Same:","The courier delivered the package.
Same:
The courier delivered the package.
Same:
The courier delivered the package.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
gpt2,3,out_of_template_freeform,same_sentence,The courier delivered the package.,,question,target,0.75,question,"Same sentence:
The courier delivered the package.
Same:","The courier delivered the package.
Same:
The courier delivered the package?
Same:
The courier delivered the package?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,116.0
gpt2,3,out_of_template_freeform,same_sentence,The courier delivered the package.,,question,random_norm,0.75,random_norm,"Same sentence:
The courier delivered the package.
Same:","The courier delivered the package.
The courier delivered the package.
The courier delivered the package.
The courier delivered the package.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
gpt2,3,out_of_template_freeform,same_sentence,The courier delivered the package.,,question,wrong_class,0.75,tense_shift,"Same sentence:
The courier delivered the package.
Same:","The courier delivered the package.
Same:
The courier delivered the package.
Same:
The courier delivered the package.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
gpt2,3,out_of_template_freeform,same_sentence,The courier delivered the package.,,question,negative_target,0.75,question,"Same sentence:
The courier delivered the package.
Same:","The courier delivered the package.
Same: The courier delivered the package.
Same: The courier delivered the package.
Same: The",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,3,out_of_template_freeform,quoted_echo,The courier delivered the package.,,question,none,0.0,,"""The courier delivered the package.""","""I'm sorry, but I'm not sure what to do.""

""I'm sorry, but I'm not sure",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
gpt2,3,out_of_template_freeform,quoted_echo,The courier delivered the package.,,question,target,0.75,question,"""The courier delivered the package.""","""No, I'm not sure. I'm not sure if it's a courier?""

""No, I'm not",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,65.0
gpt2,3,out_of_template_freeform,quoted_echo,The courier delivered the package.,,question,random_norm,0.75,random_norm,"""The courier delivered the package.""","""I'm not sure what to do with it,"" said the man, who was wearing a white T-shirt and blue jeans",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,95.0
gpt2,3,out_of_template_freeform,quoted_echo,The courier delivered the package.,,question,wrong_class,0.75,negation,"""The courier delivered the package.""","""I'm sorry, but I'm not sure what to do,"" said the man. ""I'm not sure what to do",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0
gpt2,3,out_of_template_freeform,quoted_echo,The courier delivered the package.,,question,negative_target,0.75,question,"""The courier delivered the package.""","""I'm sorry, I'm sorry, I'm sorry,"" he said. ""I'm sorry, I'm sorry.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
gpt2,3,out_of_template_freeform,repeat_sentence,A programmer fixed the bug.,,question,none,0.0,,"Repeat this sentence:
A programmer fixed the bug.
Repeated:","A programmer fixed the bug.
The bug was fixed.
The bug was fixed.
The bug was fixed.
The bug",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,92.0
gpt2,3,out_of_template_freeform,repeat_sentence,A programmer fixed the bug.,,question,target,0.75,question,"Repeat this sentence:
A programmer fixed the bug.
Repeated:","A programmer fixed the bug.
The answer is ""yes.""
The answer is ""yes?""
The answer is ""yes?""",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,90.0
gpt2,3,out_of_template_freeform,repeat_sentence,A programmer fixed the bug.,,question,random_norm,0.75,random_norm,"Repeat this sentence:
A programmer fixed the bug.
Repeated:","The bug was fixed by a bug in the codebase.
The bug was fixed by a bug in the codebase.",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,87.0
gpt2,3,out_of_template_freeform,repeat_sentence,A programmer fixed the bug.,,question,wrong_class,0.75,modality,"Repeat this sentence:
A programmer fixed the bug.
Repeated:","A programmer fixed the bug.
The bug was fixed.
The bug was fixed.
The bug was fixed.
The bug",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,92.0
gpt2,3,out_of_template_freeform,repeat_sentence,A programmer fixed the bug.,,question,negative_target,0.75,question,"Repeat this sentence:
A programmer fixed the bug.
Repeated:","The bug was fixed.

The bug was fixed.

The bug was fixed.

The bug was fixed.",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,78.0
gpt2,3,out_of_template_freeform,copy_sentence,A programmer fixed the bug.,,question,none,0.0,,"Copy this sentence:
A programmer fixed the bug.
Copy:","""I'm sorry, but I'm not sure what to do with this.""
Copy: ""I'm sorry, but I'm not",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0
gpt2,3,out_of_template_freeform,copy_sentence,A programmer fixed the bug.,,question,target,0.75,question,"Copy this sentence:
A programmer fixed the bug.
Copy:","The bug is fixed.
The bug is fixed?
The bug is fixed?
The bug is fixed?
The bug is",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0
gpt2,3,out_of_template_freeform,copy_sentence,A programmer fixed the bug.,,question,random_norm,0.75,random_norm,"Copy this sentence:
A programmer fixed the bug.
Copy:","The bug was fixed.

The bug was fixed.

The bug was fixed.

The bug was fixed.",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,78.0
gpt2,3,out_of_template_freeform,copy_sentence,A programmer fixed the bug.,,question,wrong_class,0.75,tense_shift,"Copy this sentence:
A programmer fixed the bug.
Copy:","""I'm sorry, but I'm not sure what to do with this.""
Copy: ""I'm sorry, but I'm not",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0
gpt2,3,out_of_template_freeform,copy_sentence,A programmer fixed the bug.,,question,negative_target,0.75,question,"Copy this sentence:
A programmer fixed the bug.
Copy:","An error has been reported to the editor.
The following is an example of how to fix an issue:
A programmer fixed the bug",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,3,out_of_template_freeform,same_sentence,A programmer fixed the bug.,,question,none,0.0,,"Same sentence:
A programmer fixed the bug.
Same:","A programmer fixed the bug.
Same:
A programmer fixed the bug.
Same:
A programmer fixed the bug.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
gpt2,3,out_of_template_freeform,same_sentence,A programmer fixed the bug.,,question,target,0.75,question,"Same sentence:
A programmer fixed the bug.
Same:","A programmer fixed the bug.
Same:
A programmer fixed the bug?
Same:
A programmer fixed the bug?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,95.0
gpt2,3,out_of_template_freeform,same_sentence,A programmer fixed the bug.,,question,random_norm,0.75,random_norm,"Same sentence:
A programmer fixed the bug.
Same:","A programmer fixed the bug.
Same:
A programmer fixed the bug.
Same:
A programmer fixed the bug.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
gpt2,3,out_of_template_freeform,same_sentence,A programmer fixed the bug.,,question,wrong_class,0.75,negation,"Same sentence:
A programmer fixed the bug.
Same:","A programmer fixed the bug.
Same:
A programmer fixed the bug.
Same:
A programmer fixed the bug.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
gpt2,3,out_of_template_freeform,same_sentence,A programmer fixed the bug.,,question,negative_target,0.75,question,"Same sentence:
A programmer fixed the bug.
Same:","The bug was fixed.
Same: The bug was fixed.
Same: The bug was fixed.
Same: The bug was fixed",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,92.0
gpt2,3,out_of_template_freeform,quoted_echo,A programmer fixed the bug.,,question,none,0.0,,"""A programmer fixed the bug.""","The bug was discovered by a team of researchers at the University of California, Berkeley, who discovered that the code in the code that",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,136.0
gpt2,3,out_of_template_freeform,quoted_echo,A programmer fixed the bug.,,question,target,0.75,question,"""A programmer fixed the bug.""","""I don't know. I'm not sure. I'm not sure? I'm not sure? I'm not sure?",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,70.0
gpt2,3,out_of_template_freeform,quoted_echo,A programmer fixed the bug.,,question,random_norm,0.75,random_norm,"""A programmer fixed the bug.""","The company's website says that the bug was discovered by a user who was using the app.

""We are very sorry",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,107.0
gpt2,3,out_of_template_freeform,quoted_echo,A programmer fixed the bug.,,question,wrong_class,0.75,modality,"""A programmer fixed the bug.""","The bug was discovered by a researcher at the University of California, Berkeley, who discovered that the code in the code for the """,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,132.0
gpt2,3,out_of_template_freeform,quoted_echo,A programmer fixed the bug.,,question,negative_target,0.75,question,"""A programmer fixed the bug.""","The bug was fixed in a few hours.

""I'm not sure what the problem is, but I'm sure it",0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,85.0
gpt2,3,out_of_template_freeform,repeat_sentence,The pianist played the melody.,,question,none,0.0,,"Repeat this sentence:
The pianist played the melody.
Repeated:","The pianist played the melody.
The pianist played the melody.
The pianist played the melody.
The pianist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,3,out_of_template_freeform,repeat_sentence,The pianist played the melody.,,question,target,0.75,question,"Repeat this sentence:
The pianist played the melody.
Repeated:","The pianist played the melody.
The pianist played the melody?
The answer is ""yes.""
The answer is """,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,98.0
gpt2,3,out_of_template_freeform,repeat_sentence,The pianist played the melody.,,question,random_norm,0.75,random_norm,"Repeat this sentence:
The pianist played the melody.
Repeated:","The pianist played the melody.
The audience:
The audience:
The audience:
The audience:
The audience:",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
gpt2,3,out_of_template_freeform,repeat_sentence,The pianist played the melody.,,question,wrong_class,0.75,modality,"Repeat this sentence:
The pianist played the melody.
Repeated:","The pianist played the melody.
The pianist played the melody.
The pianist played the melody.
The pianist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,3,out_of_template_freeform,repeat_sentence,The pianist played the melody.,,question,negative_target,0.75,question,"Repeat this sentence:
The pianist played the melody.
Repeated:","The pianist played the melody.
The pianist played the melody.
The pianist played the melody.
The pianist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,3,out_of_template_freeform,copy_sentence,The pianist played the melody.,,question,none,0.0,,"Copy this sentence:
The pianist played the melody.
Copy:","The pianist played the melody.
The pianist played the melody.
The pianist played the melody.
The pianist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,3,out_of_template_freeform,copy_sentence,The pianist played the melody.,,question,target,0.75,question,"Copy this sentence:
The pianist played the melody.
Copy:","The pianist played the melody.
The pianist played the melody?
The pianist played the melody?
The pianist",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,104.0
gpt2,3,out_of_template_freeform,copy_sentence,The pianist played the melody.,,question,random_norm,0.75,random_norm,"Copy this sentence:
The pianist played the melody.
Copy:","The pianist played the melody.
Copy:
The pianist played the melody.
Copy:
The pianist played the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,out_of_template_freeform,copy_sentence,The pianist played the melody.,,question,wrong_class,0.75,negation,"Copy this sentence:
The pianist played the melody.
Copy:","The pianist played the melody.
The pianist played the melody.
The pianist played the melody.
The pianist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,3,out_of_template_freeform,copy_sentence,The pianist played the melody.,,question,negative_target,0.75,question,"Copy this sentence:
The pianist played the melody.
Copy:","The pianist played the melody.
The pianist played the melody.
The pianist played the melody.
The pianist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,3,out_of_template_freeform,same_sentence,The pianist played the melody.,,question,none,0.0,,"Same sentence:
The pianist played the melody.
Same:","The pianist played the melody.
Same:
The pianist played the melody.
Same:
The pianist played the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,out_of_template_freeform,same_sentence,The pianist played the melody.,,question,target,0.75,question,"Same sentence:
The pianist played the melody.
Same:","The pianist played the melody.
The pianist played the melody?
The answer:
The answer:
The answer:",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,97.0
gpt2,3,out_of_template_freeform,same_sentence,The pianist played the melody.,,question,random_norm,0.75,random_norm,"Same sentence:
The pianist played the melody.
Same:","The pianist played the melody.
The pianist played the melody.
The pianist played the melody.
The pianist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,3,out_of_template_freeform,same_sentence,The pianist played the melody.,,question,wrong_class,0.75,tense_shift,"Same sentence:
The pianist played the melody.
Same:","The pianist played the melody.
Same:
The pianist played the melody.
Same:
The pianist played the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,3,out_of_template_freeform,same_sentence,The pianist played the melody.,,question,negative_target,0.75,question,"Same sentence:
The pianist played the melody.
Same:","The pianist played the melody.
The pianist played the melody.
The pianist played the melody.
The pianist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,3,out_of_template_freeform,quoted_echo,The pianist played the melody.,,question,none,0.0,,"""The pianist played the melody.""","""I'm not sure what the melody is,"" said the pianist. ""I don't know what it is. I don",0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0
gpt2,3,out_of_template_freeform,quoted_echo,The pianist played the melody.,,question,target,0.75,question,"""The pianist played the melody.""","""I don't know. I don't know. I don't know? I don't know? I don't know?",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,70.0
gpt2,3,out_of_template_freeform,quoted_echo,The pianist played the melody.,,question,random_norm,0.75,random_norm,"""The pianist played the melody.""","""I'm not sure what the song is about,"" he said. ""I'm not sure what the song is about.""",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0
gpt2,3,out_of_template_freeform,quoted_echo,The pianist played the melody.,,question,wrong_class,0.75,tense_shift,"""The pianist played the melody.""","""I don't know what the melody is, but I think it's a very good melody,"" he said. ""I think",0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0
gpt2,3,out_of_template_freeform,quoted_echo,The pianist played the melody.,,question,negative_target,0.75,question,"""The pianist played the melody.""","""I was so excited to hear that he was playing it,"" said the pianist, who was also a member of the orchestra",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,107.0
gpt2,3,out_of_template_freeform,repeat_sentence,The guard locked the gate.,,question,none,0.0,,"Repeat this sentence:
The guard locked the gate.
Repeated:","""The guard locked the gate.""
The guard locked the gate.
The guard locked the gate.
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
gpt2,3,out_of_template_freeform,repeat_sentence,The guard locked the gate.,,question,target,0.75,question,"Repeat this sentence:
The guard locked the gate.
Repeated:","The guard locked the gate.
The guard locked the gate?
The guard locked the gate?
The guard locked the gate?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,107.0
gpt2,3,out_of_template_freeform,repeat_sentence,The guard locked the gate.,,question,random_norm,0.75,random_norm,"Repeat this sentence:
The guard locked the gate.
Repeated:","""The guard was not allowed to enter.""
The guard was not allowed to enter.
The guard was not allowed to enter.",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,109.0
gpt2,3,out_of_template_freeform,repeat_sentence,The guard locked the gate.,,question,wrong_class,0.75,modality,"Repeat this sentence:
The guard locked the gate.
Repeated:","""The guard locked the gate.""
The guard locked the gate.
The guard locked the gate.
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
gpt2,3,out_of_template_freeform,repeat_sentence,The guard locked the gate.,,question,negative_target,0.75,question,"Repeat this sentence:
The guard locked the gate.
Repeated:","""The guard locked the gate.""
The guard locked the gate.
The guard locked the gate.
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
gpt2,3,out_of_template_freeform,copy_sentence,The guard locked the gate.,,question,none,0.0,,"Copy this sentence:
The guard locked the gate.
Copy:","The guard locked the gate.
The guard locked the gate.
The guard locked the gate.
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,copy_sentence,The guard locked the gate.,,question,target,0.75,question,"Copy this sentence:
The guard locked the gate.
Copy:","The guard locked the gate.
The guard locked the gate?
The guard locked the gate?
The guard locked the gate?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,107.0
gpt2,3,out_of_template_freeform,copy_sentence,The guard locked the gate.,,question,random_norm,0.75,random_norm,"Copy this sentence:
The guard locked the gate.
Copy:","The guard locked the gate.
The guard locked the gate.
The guard locked the gate.
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,copy_sentence,The guard locked the gate.,,question,wrong_class,0.75,tense_shift,"Copy this sentence:
The guard locked the gate.
Copy:","The guard locked the gate.
The guard locked the gate.
The guard locked the gate.
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,copy_sentence,The guard locked the gate.,,question,negative_target,0.75,question,"Copy this sentence:
The guard locked the gate.
Copy:","""I'm sorry, sir. I'm sorry. I'm sorry.""
Copy: ""I'm sorry, sir. I'm sorry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
gpt2,3,out_of_template_freeform,same_sentence,The guard locked the gate.,,question,none,0.0,,"Same sentence:
The guard locked the gate.
Same:","The guard locked the gate.
Same:
The guard locked the gate.
Same:
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
gpt2,3,out_of_template_freeform,same_sentence,The guard locked the gate.,,question,target,0.75,question,"Same sentence:
The guard locked the gate.
Same:","The guard locked the gate.
The guard locked the gate?
The guard locked the gate?
The guard locked the gate?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,107.0
gpt2,3,out_of_template_freeform,same_sentence,The guard locked the gate.,,question,random_norm,0.75,random_norm,"Same sentence:
The guard locked the gate.
Same:","The guard locked the gate.

The guard locked the gate.

The guard locked the gate.

The guard",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
gpt2,3,out_of_template_freeform,same_sentence,The guard locked the gate.,,question,wrong_class,0.75,negation,"Same sentence:
The guard locked the gate.
Same:","The guard locked the gate.
Same:
The guard locked the gate.
Same:
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
gpt2,3,out_of_template_freeform,same_sentence,The guard locked the gate.,,question,negative_target,0.75,question,"Same sentence:
The guard locked the gate.
Same:","The guard locked the gate.
The guard locked the gate.
The guard locked the gate.
The guard locked the gate.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,quoted_echo,The guard locked the gate.,,question,none,0.0,,"""The guard locked the gate.""","""I'm sorry, sir.""

""I'm sorry, sir.""

""I'm sorry, sir.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
gpt2,3,out_of_template_freeform,quoted_echo,The guard locked the gate.,,question,target,0.75,question,"""The guard locked the gate.""","""No, he's not a guard. He's a guard?""

""No, he's not a guard? He",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,64.0
gpt2,3,out_of_template_freeform,quoted_echo,The guard locked the gate.,,question,random_norm,0.75,random_norm,"""The guard locked the gate.""","""The guard was not there,"" said the man. ""The guard was not there.""

The man said he was not",0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,92.0
gpt2,3,out_of_template_freeform,quoted_echo,The guard locked the gate.,,question,wrong_class,0.75,negation,"""The guard locked the gate.""","""I'm sorry, sir.""

""I'm sorry, sir.""

""I'm sorry, sir.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
gpt2,3,out_of_template_freeform,quoted_echo,The guard locked the gate.,,question,negative_target,0.75,question,"""The guard locked the gate.""","""I'm sorry, I'm sorry, I'm sorry,"" he said. ""I'm sorry. I'm sorry. I",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
gpt2,3,out_of_template_freeform,repeat_sentence,A scientist weighed the powder.,,question,none,0.0,,"Repeat this sentence:
A scientist weighed the powder.
Repeated:","""A scientist weighed the powder.""
The scientist weighed the powder.
The scientist weighed the powder.
The scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,out_of_template_freeform,repeat_sentence,A scientist weighed the powder.,,question,target,0.75,question,"Repeat this sentence:
A scientist weighed the powder.
Repeated:","A scientist weighed the powder.
The question is:
A scientist weighed the powder?
The answer is:
A scientist weighed",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,115.0
gpt2,3,out_of_template_freeform,repeat_sentence,A scientist weighed the powder.,,question,random_norm,0.75,random_norm,"Repeat this sentence:
A scientist weighed the powder.
Repeated:","A scientist weighed the powder.

The scientist weighed the powder.

The scientist weighed the powder.

The scientist",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
gpt2,3,out_of_template_freeform,repeat_sentence,A scientist weighed the powder.,,question,wrong_class,0.75,tense_shift,"Repeat this sentence:
A scientist weighed the powder.
Repeated:","""A scientist weighed the powder.""
The scientist weighed the powder.
The scientist weighed the powder.
The scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,out_of_template_freeform,repeat_sentence,A scientist weighed the powder.,,question,negative_target,0.75,question,"Repeat this sentence:
A scientist weighed the powder.
Repeated:","""A scientist weighed the powder.""
The scientist weighed the powder.
The scientist weighed the powder.
The scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,3,out_of_template_freeform,copy_sentence,A scientist weighed the powder.,,question,none,0.0,,"Copy this sentence:
A scientist weighed the powder.
Copy:","A scientist weighed the powder.
Copy:
A scientist weighed the powder.
Copy:
A scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,copy_sentence,A scientist weighed the powder.,,question,target,0.75,question,"Copy this sentence:
A scientist weighed the powder.
Copy:","A scientist weighed the powder.
The answer is ""yes.""
The answer is ""yes?""
The answer is ""yes?""",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,94.0
gpt2,3,out_of_template_freeform,copy_sentence,A scientist weighed the powder.,,question,random_norm,0.75,random_norm,"Copy this sentence:
A scientist weighed the powder.
Copy:","A scientist weighed the powder.
A scientist weighed the powder.
A scientist weighed the powder.
A scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,3,out_of_template_freeform,copy_sentence,A scientist weighed the powder.,,question,wrong_class,0.75,tense_shift,"Copy this sentence:
A scientist weighed the powder.
Copy:","A scientist weighed the powder.
Copy:
A scientist weighed the powder.
Copy:
A scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,copy_sentence,A scientist weighed the powder.,,question,negative_target,0.75,question,"Copy this sentence:
A scientist weighed the powder.
Copy:","""I'm not sure what it is, but I'm sure it's a lot of stuff.""
Copy: ""I'm not sure",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0
gpt2,3,out_of_template_freeform,same_sentence,A scientist weighed the powder.,,question,none,0.0,,"Same sentence:
A scientist weighed the powder.
Same:","A scientist weighed the powder.
Same:
A scientist weighed the powder.
Same:
A scientist weighed the powder.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,3,out_of_template_freeform,same_sentence,A scientist weighed the powder.,,question,target,0.75,question,"Same sentence:
A scientist weighed the powder.
Same:","A scientist weighed the powder.
The question is:
A scientist weighed the powder?
The answer is:
A scientist weighed",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,115.0
