split,base_id,syntax_family,class,source,target,source_idx,target_idx
test,test_118,relative_clause,future,The person who built the client was the researcher.,The person who is expected to build the client is the researcher.,751,5463
test,test_118,relative_clause,uncertainty,The person who built the client was the researcher.,It is possible that the person who built the client was the researcher.,751,5464
test,test_118,relative_clause,passive,The person who built the client was the researcher.,The person by whom the client was eventually built was the researcher.,751,5465
test,test_118,relative_clause,formalization,The person who built the client was the researcher.,One can state that the person who built the client was the researcher.,751,5466
test,test_118,temporal_clause,negation,"After the researcher built the client, the situation changed.","After the researcher was unable to build the client, the situation changed.",752,5467
test,test_118,temporal_clause,question,"After the researcher built the client, the situation changed.",Can we confirm that the situation changed after the researcher built the client?,752,5468
test,test_118,temporal_clause,future,"After the researcher built the client, the situation changed.","After the researcher plans to build the client, the situation will change.",752,5469
test,test_118,temporal_clause,uncertainty,"After the researcher built the client, the situation changed.","There is a chance that after the researcher built the client, the situation changed.",752,5470
test,test_118,temporal_clause,passive,"After the researcher built the client, the situation changed.","After the client was successfully built by the researcher, the situation changed.",752,5471
test,test_118,temporal_clause,formalization,"After the researcher built the client, the situation changed.","It can be formally said that after the researcher built the client, the situation changed.",752,5472
test,test_118,reported_statement,negation,The report said that the researcher built the client.,The report said that the researcher could not build the client.,753,5473
test,test_118,reported_statement,question,The report said that the researcher built the client.,Can we confirm that the report said the researcher built the client?,753,5474
test,test_118,reported_statement,future,The report said that the researcher built the client.,The report said that the researcher is likely to build the client.,753,5475
test,test_118,reported_statement,uncertainty,The report said that the researcher built the client.,The report said there is a chance that the researcher built the client.,753,5476
test,test_118,reported_statement,passive,The report said that the researcher built the client.,The report said that the client got built by the researcher.,753,5477
test,test_118,reported_statement,formalization,The report said that the researcher built the client.,The statement that the report said the researcher built the client is true.,753,5478
test,test_118,conditional,negation,"If the researcher built the client, the result mattered.","If the researcher could not build the client, the result mattered.",754,5479
test,test_118,conditional,question,"If the researcher built the client, the result mattered.",Is there evidence that the result mattered if the researcher built the client?,754,5480
test,test_118,conditional,future,"If the researcher built the client, the result mattered.","If the researcher is likely to build the client, the result will matter.",754,5481
test,test_118,conditional,uncertainty,"If the researcher built the client, the result mattered.","If it is possible that the researcher built the client, the result mattered.",754,5482
test,test_118,conditional,passive,"If the researcher built the client, the result mattered.","If the client was successfully built by the researcher, the result mattered.",754,5483
test,test_118,conditional,formalization,"If the researcher built the client, the result mattered.","The statement that if the researcher built the client, the result mattered is true.",754,5484
test,test_119,relative_clause,negation,The person who discovered the signal was the chef.,The person who could not discover the signal was the chef.,755,5485
test,test_119,relative_clause,question,The person who discovered the signal was the chef.,Is there evidence that the person who discovered the signal was the chef?,755,5486
test,test_119,relative_clause,future,The person who discovered the signal was the chef.,The person who plans to discover the signal is the chef.,755,5487
test,test_119,relative_clause,uncertainty,The person who discovered the signal was the chef.,The person who probably discovered the signal was the chef.,755,5488
test,test_119,relative_clause,passive,The person who discovered the signal was the chef.,The person by whom the signal got discovered was the chef.,755,5489
test,test_119,relative_clause,formalization,The person who discovered the signal was the chef.,It can be formally said that the person who discovered the signal was the chef.,755,5490
test,test_119,temporal_clause,negation,"After the chef discovered the signal, the situation changed.","After the chef was unable to discover the signal, the situation changed.",756,5491
test,test_119,temporal_clause,question,"After the chef discovered the signal, the situation changed.",Was it true that the situation changed after the chef discovered the signal?,756,5492
test,test_119,temporal_clause,future,"After the chef discovered the signal, the situation changed.","After the chef is expected to discover the signal, the situation will change.",756,5493
test,test_119,temporal_clause,uncertainty,"After the chef discovered the signal, the situation changed.","After the chef probably discovered the signal, the situation changed.",756,5494
test,test_119,temporal_clause,passive,"After the chef discovered the signal, the situation changed.","After the signal was eventually discovered by the chef, the situation changed.",756,5495
test,test_119,temporal_clause,formalization,"After the chef discovered the signal, the situation changed.","The statement that after the chef discovered the signal, the situation changed is true.",756,5496
test,test_119,reported_statement,negation,The report said that the chef discovered the signal.,The report said that the chef was unable to discover the signal.,757,5497
test,test_119,reported_statement,question,The report said that the chef discovered the signal.,Was it true that the report said the chef discovered the signal?,757,5498
test,test_119,reported_statement,future,The report said that the chef discovered the signal.,The report said that the chef is expected to discover the signal.,757,5499
test,test_119,reported_statement,uncertainty,The report said that the chef discovered the signal.,The report said it is possible that the chef discovered the signal.,757,5500
test,test_119,reported_statement,passive,The report said that the chef discovered the signal.,The report said that the signal was successfully discovered by the chef.,757,5501
test,test_119,reported_statement,formalization,The report said that the chef discovered the signal.,One can state that the report said the chef discovered the signal.,757,5502
test,test_119,conditional,negation,"If the chef discovered the signal, the result mattered.","If the chef was unable to discover the signal, the result mattered.",758,5503
test,test_119,conditional,question,"If the chef discovered the signal, the result mattered.",Was it true that the result mattered if the chef discovered the signal?,758,5504
test,test_119,conditional,future,"If the chef discovered the signal, the result mattered.","If the chef is expected to discover the signal, the result will matter.",758,5505
test,test_119,conditional,uncertainty,"If the chef discovered the signal, the result mattered.","If the chef probably discovered the signal, the result mattered.",758,5506
test,test_119,conditional,passive,"If the chef discovered the signal, the result mattered.","If the signal was eventually discovered by the chef, the result mattered.",758,5507
test,test_119,conditional,formalization,"If the chef discovered the signal, the result mattered.","It can be formally said that if the chef discovered the signal, the result mattered.",758,5508
test,test_120,relative_clause,negation,The person who approved the signal was the researcher.,The person who could not approve the signal was the researcher.,759,5509
test,test_120,relative_clause,question,The person who approved the signal was the researcher.,Is there evidence that the person who approved the signal was the researcher?,759,5510
test,test_120,relative_clause,future,The person who approved the signal was the researcher.,The person who is expected to approve the signal is the researcher.,759,5511
test,test_120,relative_clause,uncertainty,The person who approved the signal was the researcher.,The person who probably approved the signal was the researcher.,759,5512
test,test_120,relative_clause,passive,The person who approved the signal was the researcher.,The person by whom the signal got approved was the researcher.,759,5513
test,test_120,relative_clause,formalization,The person who approved the signal was the researcher.,The statement that the person who approved the signal was the researcher is true.,759,5514
test,test_120,temporal_clause,negation,"After the researcher approved the signal, the situation changed.","After the researcher was unable to approve the signal, the situation changed.",760,5515
test,test_120,temporal_clause,question,"After the researcher approved the signal, the situation changed.",Was it true that the situation changed after the researcher approved the signal?,760,5516
test,test_120,temporal_clause,future,"After the researcher approved the signal, the situation changed.","After the researcher plans to approve the signal, the situation will change.",760,5517
test,test_120,temporal_clause,uncertainty,"After the researcher approved the signal, the situation changed.","It is possible that after the researcher approved the signal, the situation changed.",760,5518
test,test_120,temporal_clause,passive,"After the researcher approved the signal, the situation changed.","After the signal got approved by the researcher, the situation changed.",760,5519
test,test_120,temporal_clause,formalization,"After the researcher approved the signal, the situation changed.","It can be formally said that after the researcher approved the signal, the situation changed.",760,5520
test,test_120,reported_statement,negation,The report said that the researcher approved the signal.,The report said that the researcher could not approve the signal.,761,5521
test,test_120,reported_statement,question,The report said that the researcher approved the signal.,Is there evidence that the report said the researcher approved the signal?,761,5522
test,test_120,reported_statement,future,The report said that the researcher approved the signal.,The report said that the researcher plans to approve the signal.,761,5523
test,test_120,reported_statement,uncertainty,The report said that the researcher approved the signal.,The report said there is a chance that the researcher approved the signal.,761,5524
test,test_120,reported_statement,passive,The report said that the researcher approved the signal.,The report said that the signal was successfully approved by the researcher.,761,5525
test,test_120,reported_statement,formalization,The report said that the researcher approved the signal.,One can state that the report said the researcher approved the signal.,761,5526
test,test_120,conditional,negation,"If the researcher approved the signal, the result mattered.","If the researcher was unable to approve the signal, the result mattered.",762,5527
test,test_120,conditional,question,"If the researcher approved the signal, the result mattered.",Can we confirm that the result mattered if the researcher approved the signal?,762,5528
test,test_120,conditional,future,"If the researcher approved the signal, the result mattered.","If the researcher is expected to approve the signal, the result will matter.",762,5529
test,test_120,conditional,uncertainty,"If the researcher approved the signal, the result mattered.","If it is possible that the researcher approved the signal, the result mattered.",762,5530
test,test_120,conditional,passive,"If the researcher approved the signal, the result mattered.","If the signal was successfully approved by the researcher, the result mattered.",762,5531
test,test_120,conditional,formalization,"If the researcher approved the signal, the result mattered.","One can state that if the researcher approved the signal, the result mattered.",762,5532
test,test_121,relative_clause,negation,The person who approved the event was the farmer.,The person who failed to approve the event was the farmer.,763,5533
test,test_121,relative_clause,question,The person who approved the event was the farmer.,Was it true that the person who approved the event was the farmer?,763,5534
test,test_121,relative_clause,future,The person who approved the event was the farmer.,The person who is expected to approve the event is the farmer.,763,5535
test,test_121,relative_clause,uncertainty,The person who approved the event was the farmer.,The person who probably approved the event was the farmer.,763,5536
test,test_121,relative_clause,passive,The person who approved the event was the farmer.,The person by whom the event was successfully approved was the farmer.,763,5537
test,test_121,relative_clause,formalization,The person who approved the event was the farmer.,The statement that the person who approved the event was the farmer is true.,763,5538
test,test_121,temporal_clause,negation,"After the farmer approved the event, the situation changed.","After the farmer failed to approve the event, the situation changed.",764,5539
test,test_121,temporal_clause,question,"After the farmer approved the event, the situation changed.",Can we confirm that the situation changed after the farmer approved the event?,764,5540
test,test_121,temporal_clause,future,"After the farmer approved the event, the situation changed.","After the farmer is expected to approve the event, the situation will change.",764,5541
test,test_121,temporal_clause,uncertainty,"After the farmer approved the event, the situation changed.","There is a chance that after the farmer approved the event, the situation changed.",764,5542
test,test_121,temporal_clause,passive,"After the farmer approved the event, the situation changed.","After the event got approved by the farmer, the situation changed.",764,5543
test,test_121,temporal_clause,formalization,"After the farmer approved the event, the situation changed.","One can state that after the farmer approved the event, the situation changed.",764,5544
test,test_121,reported_statement,negation,The report said that the farmer approved the event.,The report said that the farmer failed to approve the event.,765,5545
test,test_121,reported_statement,question,The report said that the farmer approved the event.,Is there evidence that the report said the farmer approved the event?,765,5546
test,test_121,reported_statement,future,The report said that the farmer approved the event.,The report said that the farmer is likely to approve the event.,765,5547
test,test_121,reported_statement,uncertainty,The report said that the farmer approved the event.,The report said that the farmer probably approved the event.,765,5548
test,test_121,reported_statement,passive,The report said that the farmer approved the event.,The report said that the event was eventually approved by the farmer.,765,5549
test,test_121,reported_statement,formalization,The report said that the farmer approved the event.,One can state that the report said the farmer approved the event.,765,5550
test,test_121,conditional,negation,"If the farmer approved the event, the result mattered.","If the farmer could not approve the event, the result mattered.",766,5551
test,test_121,conditional,question,"If the farmer approved the event, the result mattered.",Was it true that the result mattered if the farmer approved the event?,766,5552
test,test_121,conditional,future,"If the farmer approved the event, the result mattered.","If the farmer plans to approve the event, the result will matter.",766,5553
test,test_121,conditional,uncertainty,"If the farmer approved the event, the result mattered.","If there is a chance that the farmer approved the event, the result mattered.",766,5554
test,test_121,conditional,passive,"If the farmer approved the event, the result mattered.","If the event was successfully approved by the farmer, the result mattered.",766,5555
test,test_121,conditional,formalization,"If the farmer approved the event, the result mattered.","It can be formally said that if the farmer approved the event, the result mattered.",766,5556
test,test_122,relative_clause,negation,The person who improved the experiment was the nurse.,The person who could not improve the experiment was the nurse.,767,5557
test,test_122,relative_clause,question,The person who improved the experiment was the nurse.,Is there evidence that the person who improved the experiment was the nurse?,767,5558
test,test_122,relative_clause,future,The person who improved the experiment was the nurse.,The person who is expected to improve the experiment is the nurse.,767,5559
test,test_122,relative_clause,uncertainty,The person who improved the experiment was the nurse.,The person who probably improved the experiment was the nurse.,767,5560
test,test_122,relative_clause,passive,The person who improved the experiment was the nurse.,The person by whom the experiment got improved was the nurse.,767,5561
test,test_122,relative_clause,formalization,The person who improved the experiment was the nurse.,One can state that the person who improved the experiment was the nurse.,767,5562
test,test_122,temporal_clause,negation,"After the nurse improved the experiment, the situation changed.","After the nurse was unable to improve the experiment, the situation changed.",768,5563
test,test_122,temporal_clause,question,"After the nurse improved the experiment, the situation changed.",Was it true that the situation changed after the nurse improved the experiment?,768,5564
test,test_122,temporal_clause,future,"After the nurse improved the experiment, the situation changed.","After the nurse is expected to improve the experiment, the situation will change.",768,5565
test,test_122,temporal_clause,uncertainty,"After the nurse improved the experiment, the situation changed.","After the nurse probably improved the experiment, the situation changed.",768,5566
test,test_122,temporal_clause,passive,"After the nurse improved the experiment, the situation changed.","After the experiment was successfully improved by the nurse, the situation changed.",768,5567
test,test_122,temporal_clause,formalization,"After the nurse improved the experiment, the situation changed.","One can state that after the nurse improved the experiment, the situation changed.",768,5568
test,test_122,reported_statement,negation,The report said that the nurse improved the experiment.,The report said that the nurse could not improve the experiment.,769,5569
test,test_122,reported_statement,question,The report said that the nurse improved the experiment.,Was it true that the report said the nurse improved the experiment?,769,5570
test,test_122,reported_statement,future,The report said that the nurse improved the experiment.,The report said that the nurse plans to improve the experiment.,769,5571
test,test_122,reported_statement,uncertainty,The report said that the nurse improved the experiment.,The report said it is possible that the nurse improved the experiment.,769,5572
test,test_122,reported_statement,passive,The report said that the nurse improved the experiment.,The report said that the experiment got improved by the nurse.,769,5573
test,test_122,reported_statement,formalization,The report said that the nurse improved the experiment.,It can be formally said that the report said the nurse improved the experiment.,769,5574
test,test_122,conditional,negation,"If the nurse improved the experiment, the result mattered.","If the nurse was unable to improve the experiment, the result mattered.",770,5575
test,test_122,conditional,question,"If the nurse improved the experiment, the result mattered.",Can we confirm that the result mattered if the nurse improved the experiment?,770,5576
test,test_122,conditional,future,"If the nurse improved the experiment, the result mattered.","If the nurse is expected to improve the experiment, the result will matter.",770,5577
test,test_122,conditional,uncertainty,"If the nurse improved the experiment, the result mattered.","If there is a chance that the nurse improved the experiment, the result mattered.",770,5578
test,test_122,conditional,passive,"If the nurse improved the experiment, the result mattered.","If the experiment got improved by the nurse, the result mattered.",770,5579
test,test_122,conditional,formalization,"If the nurse improved the experiment, the result mattered.","It can be formally said that if the nurse improved the experiment, the result mattered.",770,5580
test,test_123,relative_clause,negation,The person who solved the client was the nurse.,The person who was unable to solve the client was the nurse.,771,5581
test,test_123,relative_clause,question,The person who solved the client was the nurse.,Can we confirm that the person who solved the client was the nurse?,771,5582
test,test_123,relative_clause,future,The person who solved the client was the nurse.,The person who is likely to solve the client is the nurse.,771,5583
test,test_123,relative_clause,uncertainty,The person who solved the client was the nurse.,There is a chance that the person who solved the client was the nurse.,771,5584
test,test_123,relative_clause,passive,The person who solved the client was the nurse.,The person by whom the client was eventually solved was the nurse.,771,5585
test,test_123,relative_clause,formalization,The person who solved the client was the nurse.,One can state that the person who solved the client was the nurse.,771,5586
test,test_123,temporal_clause,negation,"After the nurse solved the client, the situation changed.","After the nurse could not solve the client, the situation changed.",772,5587
test,test_123,temporal_clause,question,"After the nurse solved the client, the situation changed.",Was it true that the situation changed after the nurse solved the client?,772,5588
test,test_123,temporal_clause,future,"After the nurse solved the client, the situation changed.","After the nurse is likely to solve the client, the situation will change.",772,5589
test,test_123,temporal_clause,uncertainty,"After the nurse solved the client, the situation changed.","It is possible that after the nurse solved the client, the situation changed.",772,5590
test,test_123,temporal_clause,passive,"After the nurse solved the client, the situation changed.","After the client got solved by the nurse, the situation changed.",772,5591
test,test_123,temporal_clause,formalization,"After the nurse solved the client, the situation changed.","One can state that after the nurse solved the client, the situation changed.",772,5592
test,test_123,reported_statement,negation,The report said that the nurse solved the client.,The report said that the nurse could not solve the client.,773,5593
test,test_123,reported_statement,question,The report said that the nurse solved the client.,Is there evidence that the report said the nurse solved the client?,773,5594
test,test_123,reported_statement,future,The report said that the nurse solved the client.,The report said that the nurse is likely to solve the client.,773,5595
test,test_123,reported_statement,uncertainty,The report said that the nurse solved the client.,The report said it is possible that the nurse solved the client.,773,5596
test,test_123,reported_statement,passive,The report said that the nurse solved the client.,The report said that the client got solved by the nurse.,773,5597
test,test_123,reported_statement,formalization,The report said that the nurse solved the client.,One can state that the report said the nurse solved the client.,773,5598
test,test_123,conditional,negation,"If the nurse solved the client, the result mattered.","If the nurse could not solve the client, the result mattered.",774,5599
test,test_123,conditional,question,"If the nurse solved the client, the result mattered.",Is there evidence that the result mattered if the nurse solved the client?,774,5600
test,test_123,conditional,future,"If the nurse solved the client, the result mattered.","If the nurse is expected to solve the client, the result will matter.",774,5601
test,test_123,conditional,uncertainty,"If the nurse solved the client, the result mattered.","If it is possible that the nurse solved the client, the result mattered.",774,5602
test,test_123,conditional,passive,"If the nurse solved the client, the result mattered.","If the client was eventually solved by the nurse, the result mattered.",774,5603
test,test_123,conditional,formalization,"If the nurse solved the client, the result mattered.","It can be formally said that if the nurse solved the client, the result mattered.",774,5604
test,test_124,relative_clause,negation,The person who approved the family was the nurse.,The person who was unable to approve the family was the nurse.,775,5605
test,test_124,relative_clause,question,The person who approved the family was the nurse.,Was it true that the person who approved the family was the nurse?,775,5606
test,test_124,relative_clause,future,The person who approved the family was the nurse.,The person who plans to approve the family is the nurse.,775,5607
test,test_124,relative_clause,uncertainty,The person who approved the family was the nurse.,The person who probably approved the family was the nurse.,775,5608
test,test_124,relative_clause,passive,The person who approved the family was the nurse.,The person by whom the family was eventually approved was the nurse.,775,5609
test,test_124,relative_clause,formalization,The person who approved the family was the nurse.,It can be formally said that the person who approved the family was the nurse.,775,5610
test,test_124,temporal_clause,negation,"After the nurse approved the family, the situation changed.","After the nurse could not approve the family, the situation changed.",776,5611
test,test_124,temporal_clause,question,"After the nurse approved the family, the situation changed.",Was it true that the situation changed after the nurse approved the family?,776,5612
test,test_124,temporal_clause,future,"After the nurse approved the family, the situation changed.","After the nurse is expected to approve the family, the situation will change.",776,5613
test,test_124,temporal_clause,uncertainty,"After the nurse approved the family, the situation changed.","It is possible that after the nurse approved the family, the situation changed.",776,5614
test,test_124,temporal_clause,passive,"After the nurse approved the family, the situation changed.","After the family was successfully approved by the nurse, the situation changed.",776,5615
test,test_124,temporal_clause,formalization,"After the nurse approved the family, the situation changed.","The statement that after the nurse approved the family, the situation changed is true.",776,5616
test,test_124,reported_statement,negation,The report said that the nurse approved the family.,The report said that the nurse was unable to approve the family.,777,5617
test,test_124,reported_statement,question,The report said that the nurse approved the family.,Is there evidence that the report said the nurse approved the family?,777,5618
test,test_124,reported_statement,future,The report said that the nurse approved the family.,The report said that the nurse is likely to approve the family.,777,5619
test,test_124,reported_statement,uncertainty,The report said that the nurse approved the family.,The report said there is a chance that the nurse approved the family.,777,5620
test,test_124,reported_statement,passive,The report said that the nurse approved the family.,The report said that the family got approved by the nurse.,777,5621
test,test_124,reported_statement,formalization,The report said that the nurse approved the family.,It can be formally said that the report said the nurse approved the family.,777,5622
test,test_124,conditional,negation,"If the nurse approved the family, the result mattered.","If the nurse could not approve the family, the result mattered.",778,5623
test,test_124,conditional,question,"If the nurse approved the family, the result mattered.",Is there evidence that the result mattered if the nurse approved the family?,778,5624
test,test_124,conditional,future,"If the nurse approved the family, the result mattered.","If the nurse is expected to approve the family, the result will matter.",778,5625
test,test_124,conditional,uncertainty,"If the nurse approved the family, the result mattered.","If it is possible that the nurse approved the family, the result mattered.",778,5626
test,test_124,conditional,passive,"If the nurse approved the family, the result mattered.","If the family was successfully approved by the nurse, the result mattered.",778,5627
test,test_124,conditional,formalization,"If the nurse approved the family, the result mattered.","It can be formally said that if the nurse approved the family, the result mattered.",778,5628
test,test_125,relative_clause,negation,The person who designed the document was the pilot.,The person who could not design the document was the pilot.,779,5629
test,test_125,relative_clause,question,The person who designed the document was the pilot.,Can we confirm that the person who designed the document was the pilot?,779,5630
test,test_125,relative_clause,future,The person who designed the document was the pilot.,The person who is expected to design the document is the pilot.,779,5631
test,test_125,relative_clause,uncertainty,The person who designed the document was the pilot.,The person who probably designed the document was the pilot.,779,5632
test,test_125,relative_clause,passive,The person who designed the document was the pilot.,The person by whom the document was successfully designed was the pilot.,779,5633
test,test_125,relative_clause,formalization,The person who designed the document was the pilot.,One can state that the person who designed the document was the pilot.,779,5634
test,test_125,temporal_clause,negation,"After the pilot designed the document, the situation changed.","After the pilot failed to design the document, the situation changed.",780,5635
test,test_125,temporal_clause,question,"After the pilot designed the document, the situation changed.",Can we confirm that the situation changed after the pilot designed the document?,780,5636
test,test_125,temporal_clause,future,"After the pilot designed the document, the situation changed.","After the pilot plans to design the document, the situation will change.",780,5637
test,test_125,temporal_clause,uncertainty,"After the pilot designed the document, the situation changed.","There is a chance that after the pilot designed the document, the situation changed.",780,5638
test,test_125,temporal_clause,passive,"After the pilot designed the document, the situation changed.","After the document got designed by the pilot, the situation changed.",780,5639
test,test_125,temporal_clause,formalization,"After the pilot designed the document, the situation changed.","It can be formally said that after the pilot designed the document, the situation changed.",780,5640
test,test_125,reported_statement,negation,The report said that the pilot designed the document.,The report said that the pilot failed to design the document.,781,5641
test,test_125,reported_statement,question,The report said that the pilot designed the document.,Can we confirm that the report said the pilot designed the document?,781,5642
test,test_125,reported_statement,future,The report said that the pilot designed the document.,The report said that the pilot is likely to design the document.,781,5643
test,test_125,reported_statement,uncertainty,The report said that the pilot designed the document.,The report said that the pilot probably designed the document.,781,5644
test,test_125,reported_statement,passive,The report said that the pilot designed the document.,The report said that the document got designed by the pilot.,781,5645
test,test_125,reported_statement,formalization,The report said that the pilot designed the document.,The statement that the report said the pilot designed the document is true.,781,5646
test,test_125,conditional,negation,"If the pilot designed the document, the result mattered.","If the pilot could not design the document, the result mattered.",782,5647
test,test_125,conditional,question,"If the pilot designed the document, the result mattered.",Was it true that the result mattered if the pilot designed the document?,782,5648
test,test_125,conditional,future,"If the pilot designed the document, the result mattered.","If the pilot plans to design the document, the result will matter.",782,5649
test,test_125,conditional,uncertainty,"If the pilot designed the document, the result mattered.","If there is a chance that the pilot designed the document, the result mattered.",782,5650
test,test_125,conditional,passive,"If the pilot designed the document, the result mattered.","If the document got designed by the pilot, the result mattered.",782,5651
test,test_125,conditional,formalization,"If the pilot designed the document, the result mattered.","One can state that if the pilot designed the document, the result mattered.",782,5652
test,test_126,relative_clause,negation,The person who found the family was the designer.,The person who was unable to find the family was the designer.,783,5653
test,test_126,relative_clause,question,The person who found the family was the designer.,Can we confirm that the person who found the family was the designer?,783,5654
test,test_126,relative_clause,future,The person who found the family was the designer.,The person who plans to find the family is the designer.,783,5655
test,test_126,relative_clause,uncertainty,The person who found the family was the designer.,There is a chance that the person who found the family was the designer.,783,5656
test,test_126,relative_clause,passive,The person who found the family was the designer.,The person by whom the family got found was the designer.,783,5657
test,test_126,relative_clause,formalization,The person who found the family was the designer.,The statement that the person who found the family was the designer is true.,783,5658
test,test_126,temporal_clause,negation,"After the designer found the family, the situation changed.","After the designer was unable to find the family, the situation changed.",784,5659
test,test_126,temporal_clause,question,"After the designer found the family, the situation changed.",Can we confirm that the situation changed after the designer found the family?,784,5660
test,test_126,temporal_clause,future,"After the designer found the family, the situation changed.","After the designer is likely to find the family, the situation will change.",784,5661
test,test_126,temporal_clause,uncertainty,"After the designer found the family, the situation changed.","There is a chance that after the designer found the family, the situation changed.",784,5662
test,test_126,temporal_clause,passive,"After the designer found the family, the situation changed.","After the family was eventually found by the designer, the situation changed.",784,5663
test,test_126,temporal_clause,formalization,"After the designer found the family, the situation changed.","It can be formally said that after the designer found the family, the situation changed.",784,5664
test,test_126,reported_statement,negation,The report said that the designer found the family.,The report said that the designer failed to find the family.,785,5665
test,test_126,reported_statement,question,The report said that the designer found the family.,Is there evidence that the report said the designer found the family?,785,5666
test,test_126,reported_statement,future,The report said that the designer found the family.,The report said that the designer is likely to find the family.,785,5667
test,test_126,reported_statement,uncertainty,The report said that the designer found the family.,The report said there is a chance that the designer found the family.,785,5668
test,test_126,reported_statement,passive,The report said that the designer found the family.,The report said that the family got found by the designer.,785,5669
test,test_126,reported_statement,formalization,The report said that the designer found the family.,It can be formally said that the report said the designer found the family.,785,5670
test,test_126,conditional,negation,"If the designer found the family, the result mattered.","If the designer was unable to find the family, the result mattered.",786,5671
test,test_126,conditional,question,"If the designer found the family, the result mattered.",Was it true that the result mattered if the designer found the family?,786,5672
test,test_126,conditional,future,"If the designer found the family, the result mattered.","If the designer plans to find the family, the result will matter.",786,5673
test,test_126,conditional,uncertainty,"If the designer found the family, the result mattered.","If the designer probably found the family, the result mattered.",786,5674
test,test_126,conditional,passive,"If the designer found the family, the result mattered.","If the family was eventually found by the designer, the result mattered.",786,5675
test,test_126,conditional,formalization,"If the designer found the family, the result mattered.","It can be formally said that if the designer found the family, the result mattered.",786,5676
test,test_127,relative_clause,negation,The person who tested the experiment was the pilot.,The person who could not test the experiment was the pilot.,787,5677
test,test_127,relative_clause,question,The person who tested the experiment was the pilot.,Was it true that the person who tested the experiment was the pilot?,787,5678
test,test_127,relative_clause,future,The person who tested the experiment was the pilot.,The person who plans to test the experiment is the pilot.,787,5679
test,test_127,relative_clause,uncertainty,The person who tested the experiment was the pilot.,It is possible that the person who tested the experiment was the pilot.,787,5680
test,test_127,relative_clause,passive,The person who tested the experiment was the pilot.,The person by whom the experiment got tested was the pilot.,787,5681
test,test_127,relative_clause,formalization,The person who tested the experiment was the pilot.,The statement that the person who tested the experiment was the pilot is true.,787,5682
test,test_127,temporal_clause,negation,"After the pilot tested the experiment, the situation changed.","After the pilot was unable to test the experiment, the situation changed.",788,5683
test,test_127,temporal_clause,question,"After the pilot tested the experiment, the situation changed.",Is there evidence that the situation changed after the pilot tested the experiment?,788,5684
test,test_127,temporal_clause,future,"After the pilot tested the experiment, the situation changed.","After the pilot is expected to test the experiment, the situation will change.",788,5685
test,test_127,temporal_clause,uncertainty,"After the pilot tested the experiment, the situation changed.","It is possible that after the pilot tested the experiment, the situation changed.",788,5686
test,test_127,temporal_clause,passive,"After the pilot tested the experiment, the situation changed.","After the experiment got tested by the pilot, the situation changed.",788,5687
test,test_127,temporal_clause,formalization,"After the pilot tested the experiment, the situation changed.","One can state that after the pilot tested the experiment, the situation changed.",788,5688
test,test_127,reported_statement,negation,The report said that the pilot tested the experiment.,The report said that the pilot was unable to test the experiment.,789,5689
test,test_127,reported_statement,question,The report said that the pilot tested the experiment.,Was it true that the report said the pilot tested the experiment?,789,5690
test,test_127,reported_statement,future,The report said that the pilot tested the experiment.,The report said that the pilot is likely to test the experiment.,789,5691
test,test_127,reported_statement,uncertainty,The report said that the pilot tested the experiment.,The report said that the pilot probably tested the experiment.,789,5692
test,test_127,reported_statement,passive,The report said that the pilot tested the experiment.,The report said that the experiment was eventually tested by the pilot.,789,5693
test,test_127,reported_statement,formalization,The report said that the pilot tested the experiment.,The statement that the report said the pilot tested the experiment is true.,789,5694
test,test_127,conditional,negation,"If the pilot tested the experiment, the result mattered.","If the pilot was unable to test the experiment, the result mattered.",790,5695
test,test_127,conditional,question,"If the pilot tested the experiment, the result mattered.",Can we confirm that the result mattered if the pilot tested the experiment?,790,5696
test,test_127,conditional,future,"If the pilot tested the experiment, the result mattered.","If the pilot is likely to test the experiment, the result will matter.",790,5697
test,test_127,conditional,uncertainty,"If the pilot tested the experiment, the result mattered.","If there is a chance that the pilot tested the experiment, the result mattered.",790,5698
test,test_127,conditional,passive,"If the pilot tested the experiment, the result mattered.","If the experiment was successfully tested by the pilot, the result mattered.",790,5699
test,test_127,conditional,formalization,"If the pilot tested the experiment, the result mattered.","One can state that if the pilot tested the experiment, the result mattered.",790,5700
test,test_128,relative_clause,negation,The person who defended the data was the farmer.,The person who failed to defend the data was the farmer.,791,5701
test,test_128,relative_clause,question,The person who defended the data was the farmer.,Can we confirm that the person who defended the data was the farmer?,791,5702
test,test_128,relative_clause,future,The person who defended the data was the farmer.,The person who plans to defend the data is the farmer.,791,5703
test,test_128,relative_clause,uncertainty,The person who defended the data was the farmer.,There is a chance that the person who defended the data was the farmer.,791,5704
test,test_128,relative_clause,passive,The person who defended the data was the farmer.,The person by whom the data was eventually defended was the farmer.,791,5705
test,test_128,relative_clause,formalization,The person who defended the data was the farmer.,One can state that the person who defended the data was the farmer.,791,5706
test,test_128,temporal_clause,negation,"After the farmer defended the data, the situation changed.","After the farmer could not defend the data, the situation changed.",792,5707
test,test_128,temporal_clause,question,"After the farmer defended the data, the situation changed.",Can we confirm that the situation changed after the farmer defended the data?,792,5708
test,test_128,temporal_clause,future,"After the farmer defended the data, the situation changed.","After the farmer plans to defend the data, the situation will change.",792,5709
